Lemma,Number of occurrences
invocations,3
TestEnvironmentUpdateUtils.testMultipleUpdateEnvironment,1
skewness,1
AMResponse,0
DAGScheduler,1
InputReadyVertexManager,2
Disambiguate,1
ShuffleInputEventHandler,1
ShuffleInputEventHandlerImpl,1
updateLocalResourcesForInputSplits,2
DAGStatus.Progress,1
pipelined,2
Unordered,3
Events,16
plane,0
timed,3
TaskAttemptFinishedEvent,1
recorded,1
InputInitializer,3
prewarm,1
shut,12
TezClient.submitDAGSession,1
alters,1
DataSource/Sink,0
unordered,2
pre-empted,2
HashComparator,0
ProxyComparator,0
TezBytesComparator,0
Timeline,4
getTask,1
2.8+,1
History,8
min-held,3
getDAGStatus,0
fork,3
non-secure,4
eventRouter,1
IPOContexts,1
tez.submit.hosts,1
proto,1
doAs,1
min/max/avg,0
aggr,1
HistoryLoggingService,2
launch,8
checkState,1
auto-boxing,1
InMemoryMapOutput,0
InputAttemptIdentifier,2
MapOutput,0
WebUIService,2
failed/killed,1
Tasks,60
unpartitioned,1
product,9
non-essential,0
TEZ-3334,0
pre-merge,0
LimitExceededException,3
VertexGroupCommitFinishedEvent,1
VertexCommitStartedEvent,1
placeholders,1
TEZ-2612,0
branch-0.7,0
Critical,0
analyzer,2
DAGs,2
sorter,1
mapoutputs,1
Preemption,3
preemptions,3
AMs,1
retained,10
AMContainer,2
TezMxBeanResourceCalculator,1
PipelinedSorter,7
TestVertexImpl.testTez2684,1
TestOrderedWordCount,1
generateSplitsInClient,1
TEZ-1909,2
MRCombiner,1
tez-tools,1
warn,4
msgs,6
startTime,3
finishTime,1
MMAP,0
Notify,1
TezEvents,1
TaskAttemptCompletedEvent,1
readers,8
ShuffleVertexManager.parsePartitionStats,1
Stats,13
setParallelism,0
TestAMRecovery,0
increasingly,0
implicitly,6
permissive,0
umask,1
TezAnalyzerBase,0
'joindatagen,0
StateChangeNotifier,0
Sorter,0
2047,0
opts,1
sessionToken,0
CLC,0
bail,0
retrying,7
continuously,3
keep-alive,2
Context.getAvailableMemory,0
SessionNotRunning,1
ServiceException,1
dying,3
TaskAttemptListener,0
heuristic,4
avoidance,1
Recovering,2
exceeded,18
DAGClient.getStatus,0
logUnsuccessful,3
Attempt,13
UGI,4
LocalMode,0
LegacySpeculator,1
Combiner+PipelinedSorter,0
TaskCommunicator,1
TestCommit.testDAGCommitStartedEventFail_OnDAGSuccess,1
multiDAG,0
TestLocalMode,0
tez-tests,0
TestDefaultSorter,1
Tracker,0
ContainerLaunchers,1
per-io,0
overall,1
per-edge,0
unresponsive,4
TestTaskScheduler,1
times-out,0
Hadoop3,0
TezChild,0
GenericCounter,1
Counters,2
REDUCE_INPUT_GROUPS,0
mutually,1
exclusive,2
tez-yarn-timeline-history,1
tez-yarn-timeline-history-with-acls,1
getCredentials,0
TaskCommunicatorContext,0
Allocate,1
UnorderedPartitionedKVWriter,3
UnorderedKVOutput,0
reRunning,1
decrease,1
successfulMembers,1
VertexGroupInfo,1
unassigned,1
hold,12
NegativeArraySizeException,3
1GB,0
OutputCommitters,0
speculator,0
logIndividualFetchComplete,1
shuffle-schedulers,0
speculation,2
input/output/processor,0
LogicalIOProcessorRuntimeTask,0
copyMapOutput/fetchInputs,0
TEZ-2333,1
LocalOnFileSortedOutput,0
LocalMergedInput,0
LocalTaskOutputFiles,0
TezClientUtils,0
yarn.resourcemanager.zk-address,0
TaskSchedulerManager,1
set/get,0
task/vertex,0
Fair,0
CartesianProduct,1
lightweight,0
DAG-aware,0
hadoop-2.4,0
DeletionTracker,1
ContainerLauncher,0
dagComplete,0
InputSizeEstimator,0
fairly,0
TestFaultTolerance.testRandomFailingTasks,2
output_record,0
TEZ_LIB_URIS,2
defaultFS,2
tracker,1
AMWebController,1
Restrict,9
DFSClient,1
TokenCache.obtainTokensForFileSystems,1
Composite,5
TezExampleBase,1
partitionId,0
ResourceCalculatorProcessTree,0
YARN-3427,0
Deflater,0
synchronousqueue,0
threadpool,0
uber-jar,0
Speculative,5
starts,16
ShuffleVertexManagerBase,0
amKeepAlive,0
TestContainerReuse,1
swallowed,9
ValuesIterator,0
Inflater,1
processorContext.waitForAllInputsReady,1
waitForAnyInputReady,1
critical,1
analyser,1
fair,1
TezTaskOutput,0
InMemoryWriter,0
FetchStatsLogger,0
domain-based,0
timeline,0
FileContext,0
TestATSV15HistoryLoggingService,0
mocked,0
TimelineClient,0
UnorderedPartitioned,0
MRRSleep,0
localize,0
GroupInputEdge,0
LoadingCache,0
TezTaskID,0
shares,0
ContainerCompletedWhileRunningTransition,0
TerminatedWhileRunningTransition,0
AMNode,1
TEZ-3317,2
forbid,0
uncaught,3
doTransition,0
ipc,0
limits,10
tez_shuffle,0
getClient,0
Timing,0
RegisterApplicationMasterResponse,0
granular,3
useful,19
Ordered,3
re-usable,0
TaskCommunicatorContextImpl,1
MultipleOutputs,0
HistoryLogLevel,1
suppress,1
COMBINE_OUTPUT_RECORDS/COMBINE_INPUT_RECORDS,2
FetcherOrderedGroup,0
Callables,0
tez.lib.uris,2
tarballs,5
mixing,2
variables/Port,2
YARN-3768,2
alive,7
Corrupted,7
transfers,2
flushing,1
heartbeating,0
DAG.createDag,2
repeat,4
UnorderedKV,0
tez.runtime.enable.final-merge.in.output,0
pipelinedshuffle,0
TimelineCachePlugin,1
VertexManagerEvent,1
mimic,1
inversion,1
TEZ_DELETION_TRACKER_CLASS,0
key-name,0
TezMapredSplitsGrouper,0
TezMapreduceSplitsGrouper,0
FrameworkClient,0
submissions,1
Specific,1
JDK-8026049,0
JDK-8073093,0
onError,0
Partitions,1
fatal,2
inefficiency,1
Synchronization,1
UnorderdKVWriter,0
ATSImportTool,0
finally,3
TezTaskRunner2,0
killing,0
Progressive,0
sort-buffers,0
HADOOP-11032,2
Stopwatch,2
TezClient.waitTillReady,0
taskFailed,0
SimpleHistory,0
framework/system,0
preferred,1
UnorderedKVInput,0
remotely,1
tez-2003,0
co-ordinate,0
causality,0
interruptable,1
TaskImpl.isFinished,0
reviews,0
casual,0
branch-0.6,0
TEZ-2226,0
Auto-reduce,1
elif,0
PyDML,3
Extended,5
inter-procedure,1
Results,1
Compared,0
Without,2
Deep,21
castAsScalar,0
executeScript,0
MLContext,17
Read-in,0
booleans,0
org.apache.sysml.api.ml,0
1-Based,0
JMLC,12
multi-threaded,10
frames,18
Generalized,3
wdivmm,2
eps,1
jmlc,1
transformapply,2
ReblockRecompile,0
StepLinregDS,0
parfor,10
FrameBlock,2
apis/compiler/runtime,0
dml/pydml,0
deduplication,0
thread-local,1
analytics,0
ALS-CG,2
functions.terms,0
functions.misc,0
Variance,0
rev,0
Databricks,0
Requires,1
Absolute,0
Paths,0
Files,5
Scratch,0
.parser.antlr4,0
SVM,0
forget,1
MultiLogReg,0
RDD-partitioning-aware,5
compiler/runtime,6
datagen,0
instruction,5
Cbind/rbind,0
Partitioned,0
Broadcasts,0
Limitation,0
sum_sq,0
Due,2
Doubles,0
Ints,0
demonstrate,0
proposed,0
harness,22
Creation,5
pydml,3
dml,3
Sparsity-aware,0
runMSVM.sh,0
Sum,0
ReduceAll,0
Spark/MR,0
UnivariateStatsTest,0
Perftest,15
Multilogreg,0
icpt=2,0
dataframe-frame,2
dataframe-matrix,1
csv-matrix,1
FrameObject,0
im2col,5
CSR,5
Perfttest,0
Univariate,0
DPESP,0
Tuning,3
Transformdecode,3
Misc,2
codegen,31
10Kx100,0
k=50,0
forced,4
singlenode,0
ppred,1
Linear,1
Algebra,5
writers,11
Parfor,9
SpoofRowwise,0
MSVM,0
800GB,1
Fusion,0
short-circuit,2
costing,0
SparkSession,1
padding,3
partitioning,5
datapartition-execute,1
recompilation,3
wise,0
indexed,12
TSMM,0
rewrites,7
stratstats,1
Sparse/Caching,2
Bufferpool,0
variability,0
80GB,0
Conversions,3
IPA,6
deadcode,1
stackoverflowerror,1
Supported,0
Paramserv,2
ASP,0
Convolution,0
tsmm2,0
cell-wise,1
bufferpool,1
CUDA,0
MMTSJGPUInstruction,0
GPU,9
Hops/Lops,0
cplan,2
exploitation,0
checkpoints,1
redundancy,1
HopRewriteUtils,0
modes,11
RDDConverterUtilsExt,0
determineDataFrameDimensionsIfNeeded,0
cost-based,2
decisions,2
fusion,0
Dense-sparse,2
memory-efficient,1
multinomial,3
mlogreg/naivebayes,1
bitwise,3
representations,0
Transformapply,0
index-out-of-bounds,2
matrixblock,1
Lenet,1
mnist,0
instructions,8
wdivmm_left,1
exploration,0
ifelse,0
XOR,1
Communication,3
ultra-sparse,6
Efficient,1
hop,3
dags,0
unchanged,0
rowIndexMin/Max,0
NaNs,0
transpose-matrixmult,0
pass-through,0
Left-Indexing,0
Loops,0
BLAS,1
intercept,0
compile-scope,0
L2SVM,0
icpt,0
LinregCG,0
MLogreg,0
dim,1
textcell,1
write/read,0
update-in-place,2
intermediates,2
Packed,0
rmvar,1
sparse-safe,0
conv2d,1
tsmm,1
crashing,1
16GB,0
rexpand,0
MCSR,1
multi-threading,1
corrections,0
Meta,0
csv,2
col,7
cols,0
exporation,0
as.scalar,0
cublas,0
kernels,0
pwrite/print,0
Matrix/frame,0
reader,8
printf,0
ScriptExecutor,0
effectiveness,1
matrix-vector,0
axpy,0
ops,4
FNR,0
Mathematical,0
Trigonometric,0
Built-In,0
in-place,2
SQLContext,0
rowwise,0
DataExpression,0
StringIdentifier,0
SystemML,1
Memory-inefficiency,0
breadth-first,0
MultiAggregate,0
LibMatrixDataGen,0
SparseBlock,0
Executor,4
squared,1
rmm,1
sparse-dense,3
maxpooling,1
parser/hops,0
reblock,0
permutation,1
LazyIterableIterator,0
Simplification,0
mlcontext,0
RewriteMergeBlockSequence,0
twrites,0
MLContextProxy,0
Non-deterministic,1
fused,2
GLM,1
Ultra-sparse,1
matrix-scalar,0
CLA,2
Operation,1
relu_backward,0
Got,2
scalar-scalar,0
Setup,41
Robustness,2
hop/parfor,0
estimates,5
Disjoint_Round_Robin,0
LeNet,0
Scripts,0
SystemML-NN,0
bias_mult,1
heavy,9
hitters,0
Sparsity,2
FrameTest,0
GNMFTest,0
GPUs,0
estimators,3
sparsity,2
SystemML-config.xml,0
countCompiledInstructions,0
Multi-threaded,0
inplace,2
lhs,0
bias_add,0
A^B,0
zeroes,2
compile-time,0
instrumentation,1
dims,0
GLM-predict.dml,0
subexpression,2
elimination,0
interQuartileMean,0
nnz,2
reconcile,2
opt,0
broadcasts,0
IOB,0
pools,5
overrun,0
rbind,0
hitter,1
multi-assignment,0
Block-Sparse,0
Mlogreg,0
icp,0
Cache-conscious,1
Codegen,2
low-latency,0
three-way,0
multi-aggregate,0
relu_maxpooling,0
get_hops/set_hops,0
getHops/setHops,0
rows/columns,2
'as,0
'to,0
Stratstats,0
100K,0
assingments,0
systemml,0
row-wise,3
FrameReader,0
sparse/ultra-sparse,0
recompile_once,0
evictions,0
RemoveEmpty,0
empty.return,0
Free,0
fuse-all,0
mmchain,0
Fuse,0
colvector,0
paramserv,2
incl,12
sparse-unsafe,1
cellwise,0
setTextValue,0
DMLConfig,0
behaving,0
Mnist,0
cpvar,0
non-thread-local,1
Single-threaded,0
rand,0
reshape,0
dmlscript,0
spark_submit,0
scalar-vector,0
Array,19
observed,0
QuantilePickSPInstruction,0
Stepwise,0
linregDS,0
tack+,0
ScriptFactory,0
scriptFromInputStream,0
triangular,0
repartitioning,0
average,3
dangling,6
sparse-sparse,0
leftindexing,0
bind,2
maxpooling_backward,0
lazily,0
freeing,1
cuda,0
Ultra,0
non-zeros,0
Debugging,0
bivariate,1
sideffect,0
overheads,0
req,0
aggressive,2
Transformencode,0
recode/dummycode,0
incompressible,0
ShellBolt,0
supervisor,10
Storm,45
reconnection,2
buffering,5
Storm/Trident,0
trident,9
lack,3
registerMetricsConsumer,0
backtype.storm.Config,0
scaled,2
cores,2
Contention,2
Disruptor,2
Forward,0
storm-kafka,1
topologies,14
Netty,15
cpu/memory,1
Manual,4
Storm-hdfs,2
blobs,30
Topology,28
storm-client,9
spout,35
simulating,2
Testing.completeTopology,2
bolt,5
Storm-kafka-client,4
storm.kafka.client.version,1
0.10.2.0,1
Redis,5
TridentKafkaState,1
TridentTupleToKafkaMapper.getMessageFromTuple,1
windowing,4
LocalState,5
emitting,2
maxUncommittedOffsets,2
STORM,2
PMML,1
Bolt,6
Blob,9
Spout,19
Trident,23
FileBasedEventLogger,3
non-daemon,3
NoNodeException,3
ZooKeeper,44
storm-opentsdb,3
invariant,2
Logviewer,3
'storm.local.hostname,5
storm,22
backpressure,7
privileges,24
Intermittent,18
nimbus,12
LeaderLatch,1
getLeader,1
KafkaSpout,18
consumes,23
hitting,3
AT_LEAST_ONCE,3
testNoAcksIfFlushFails,3
SimpleRecordTranslator.apply,3
HDFSBlobStore,3
voids,2
storm-hdfs,3
kafka-clients:0.10.1.1,0
ISqlTridentDataSource,1
StateFactory,1
StateUpdater,3
Compile,3
flatMap,1
typos,8
replayed,2
KeyValueState,3
Storm-eventhubs,2
amqp,7
eventhubs-client,2
replay,14
WindowedBoltExecutorTest.testExecuteWithLateTupleStream,2
JmsSpout,2
MongoInsertBolt,1
Supervisor,8
KafkaBolt,3
tick,13
acked,3
Bolts,5
RAS,10
Modularity,1
Testability,1
Overwrite,3
storm-kafka-client,11
1.x-branch,3
1.1.x-branch,0
ShellBolts,1
ShellSpouts,1
Tuple.getSourceGlobalStreamid,0
camel-case,0
StatefulBolts,3
bolts,4
TopologyBuilder.setBolt,3
reassigned,4
in-flight,2
Idle,0
bandwidth,0
dop,1
BatchHelper,1
Threading,3
NamedTopicFilter,3
ShellSpout,11
subprocess,4
IConnection,0
read-only,20
StormSQL,10
backtype.storm.fields-test,3
Rex,1
Nimbus,8
storm-local,3
equi-join,1
storm-sql,1
apache,7
refreshPartitions,1
spikes,0
activate,2
deactivate,2
DruidBeamBolt,1
DruidConfig.Builder,1
Checkpoint,4
Spouts,1
Throws,5
MultitenantScheduler,0
multilang,3
kafka-client,2
TransactionalTridentKafkaSpout,2
CassandraBolts,1
FieldSelector,1
Cap,12
storm-sql-mongodb,1
keySet,2
entrySet,2
Initialize,5
java.sql.DriverManager,2
earlier,8
initializer,5
netty,11
hazard,1
backtype.storm.messaging.netty.Client,1
Lag,1
keyed,3
spoutId,1
storm-jdbc,9
decouple,2
hikariCP,2
HBaseBolt,1
flushIntervalSecs,1
SQLs,1
Tridient,1
LocalCluster,1
Flux,5
OpenTSDBBolt,1
hostname,19
rack,2
sharing,2
TGT,5
keytab,3
bolts/executors,0
renewed,1
beginning,5
offsetoutofrange,1
unless,12
forceFromStart,1
PartitionedTridentSpoutExecutor,2
DRPC,3
Connectivity,0
RotationAction,2
stopping,10
HdfsBolt,3
Emitting,1
org.apache.storm,0
compatability,0
bridge,31
ResourceAwareScheduler,0
HiveBolt,0
upgrade/downgrade,0
storm-elasticsearch,2
TransportClient,0
EsConfig,0
delegation,9
Impersonation,1
Deactivated,1
flows,11
conciseness,0
storm-hive,2
STORM-2343,1
Kinesis,2
Balancing,2
backtype.storm.command.set-log-level,0
backtype.storm.utils-test,2
Stats+metrics,0
SequenceFileBolt,0
storm-redis,8
persist,5
collations,1
SimpleACLAuthorizer,1
Highly,0
Backpressure,0
storm-rocketmq,0
UTs,1
storm.messaging.netty.socket.backlog,0
CGroup,2
cgroup,0
do-cleanup,1
Clicking,0
refreshing,0
PartialKeyGrouping,0
non-primitive,1
Translate,0
backtype.storm,0
org.apache,2
topology.scheduler.strategy,0
backtype.storm.security.auth.AuthUtils-test,0
Committing,1
Strategy,6
EARLIEST,1
Multi-tenant,13
KafkaSpoutConfig.builder,0
key/value,3
Ackers,0
Wildcard,9
subclassed,1
cpu/mem,0
schedulers,0
sync-supervisor,0
sync-processes,0
raises,3
strange,3
LoadAwareShuffleGrouping,3
cilent,1
doenot,1
enable.auto.commit,1
acks/fails,1
At-Most-Once,1
customer,0
storm-hbase,1
StormMetricsRegistry,3
Worker,1
Submitter,0
IEventLogger,1
Ring,0
AutoTGT,0
Utils.getAvailablePort,1
1.0.x-branch,2
Config.TOPOLOGY_WORKERS,0
populateCredentials,0
Gauge,0
Registration,1
KafkaTridentSpoutOpaque,1
getPartitionsForTask,0
KafkaConsumer.assign,0
STORM-2844,1
autocommit,4
at-most-once,1
spouts,1
org.apache.storm.kafka.spout.KafkaSpout.doSeekRetriableTopicPartitions,1
WorkerState.transferLocalBatch,0
receiving,12
backtype.storm.daemon.task,0
plaintext,1
backtype.storm.ui.core,0
grow,2
linerarly,0
frequent,0
storm-server,0
Timer,2
Timed,1
Racing,2
zk-node,2
create/delete,2
blob,14
Interpret,0
JVMs/storm,1
BlowfishTupleSerializer,0
ackers,0
stall,1
JCQueueTest,0
Subsystem,0
JCTools,0
Queues,0
getKeySequenceNumber,1
KafkaSpoutConfig,1
storm-autocreds,1
blobstores,0
backtype.storm.testing,0
filterChangingBlobsFor,0
Slot.java,0
porting,1
drpc,0
backtype.storm.daemon.nimbus,0
backtype.storm.daemon.executor,0
LogViewer,0
backtype.storm.daemon.logviewer,3
LLVM,0
ack,19
executors,0
backtype.storm.daemon.worker,1
childopts,1
upload-credentials,0
imporvements,0
really,8
storm.yaml,0
Configs,1
topology.acker.cpu.pcore.percent,0
backtype.storm.worker-test,0
Hamcrest,0
inherently,0
ras,0
Clojure,0
Eldest,0
WritersMap,0
Lambda,0
TopoCache,0
storm-elasticsearch-examples,0
403,4
unauthorized,3
hundred,0
RocketMQ,0
throtteling,0
Storm-webapp,0
stateful,4
drpc-client,0
storm-kafka-examples,0
storm-kafka-client-examples,0
difficult,3
topology.localityaware.higher/lower.bound.percent,0
localizer,1
TupleWindow,0
transferred,0
ConfigurableTopology,0
STORM-2279,0
grouper,1
tell,3
prefer,1
DirectoryCleaner,0
worker.log,0
supervisors,0
CAPACITY,0
GRAS,0
200,2
on-demand,1
requirement,6
scaling,1
Workers,0
violations,3
storm-webapp,0
'storm-core,0
facts,3
SSL/TLS,2
lens,8
CubeQueryContext.getAllFilters,1
Look,14
TotalQueryCost,0
candidates,1
Segmentation,3
SchedulerServiceImpl,2
Candidate,2
segmented,1
LensClient,0
java.lang.AutoClosable,0
Lens,17
ast,1
periods,2
cube-segmentation,1
lens.query.result.parent.dir,1
NO_REF_COL_AVAILABLE,1
JoinCandidates,1
CRUD,1
segmentation,2
Fact,2
rewritten,8
Driver,13
finished_queries,1
latestdate,2
rewriter,2
/resultset,1
InMemory,0
Weighted,0
offers,0
getAllQueries,0
JDBCDriver,2
ref,2
pruned,0
Columnar,0
Rewriter,2
Seeing,7
org.apache.lens.server.query,0
Checkstyle,3
java8,2
inmemory,1
Isolate,1
QueryPriorityComparator,0
Revamp,0
division,0
hive2,0
dim-attributes,0
LogicalTableCrudCommand,1
ConceptualTableCrudCommand,0
PhysicalTableCrudCommand,0
DateUtil,0
dim-attribute,0
Joinchains,0
destinations,22
QueryContextPriorityComparator,0
Launching,0
LauchTime,0
getStatus,1
Assert,12
driverQuery,0
Chain,0
DriverQueryHook,0
postSelect,0
TestEventService.testSesionHandleEvent,0
lens-cli,0
incorporate,1
LENS-1019,1
Full,6
ToXMLString,0
serialise,0
deserialise,0
Xjob,0
cubesegmentation,0
marshalling,0
LensAPIResult,0
LensMultiException,2
TestUnionQueries.testDimAttrExpressionQuery,0
autocommit=true,0
perfomace,0
LensResultSetMetaData,0
happening,4
GenericType,0
Timeouts,0
AST,2
pre-submit,0
lens-server-snapshotter,0
died,0
YAMLToStringStrategy,0
Altering,6
alter,19
descriptions,2
TableReferences,0
ReferenceDimAttribute,0
Stopping,0
InMobi,0
remains,1
sourcecolumns,0
joinchains,0
Measure,0
Optimize/improve,0
Lens-cli,0
TestLensQueryCommands.executeSyncQuery,0
dimtables,2
getJoinChains,0
AbstractBaseTable,0
/metastore/nativetables,0
ClassNotFound,0
ports,8
fixed/static,0
Duration,2
Weight,0
Calculator,0
JoinResolver,1
CandidateTableResolver.checkForSourceReachabilityForDenormCandidates,0
non-partitioned,0
Hive.get,0
testQueryCommands,0
purged,0
Configurability,0
QueryExecutionServiceImpl,0
ExplainQueryContext,0
LensDriver.explain,0
presubmit,0
UserConfigLoader,0
errorMessage,0
ColumnarSQLRewriter,0
inspect,5
Latest,3
JDBCDriver.estimate,0
lens-server,0
HiveDriver.updateStatus,0
GroupbyResolver,0
recognizing,0
metering,1
Rewrites,0
getAll,0
JoinChain,0
CubeMetastoreClient,0
Proprietary,0
LensServer,0
sales,0
non-timed,0
Cli,0
multifact,0
Persisted,2
few/all,0
HiveConf,0
avoided,2
reachable,1
refreshed,0
tune,1
suport,0
cubemetastoreclient,0
database/ldap-backed-database,0
logback.xml,0
Cube.xsd,0
server-api,0
backed,3
ldap,11
queryId,0
LogSegregationContext,0
predict,0
Bringing,0
FUNCTION,3
lens.query.enable.persistent.resultset=true,1
answer,1
Keeping,0
SchemaGraph,0
formatter,1
persistant,0
gone,0
NO_FACT_UPDATE_PERIODS_FOR_GIVEN_RANGE,0
Lightest,0
wont,0
CubeTestSetup,0
Measures,0
Back,1
lens-cube,0
FastDateParser,7
abbreviated,1
RegexUtils,0
precompiled,0
null-safe,1
manner,4
ObjectUtils.identityToString,0
allocate,4
EnumUtils.getEnumIgnoreCase,0
isValidEnumIgnoreCase,0
TimeZone.getTimeZone,0
org.apache.commons.lang3.time.FastDateParser,0
toUpperCase,0
TypeUtils.toString,0
Enum.valueOf,0
HashSetvBitSetTest,0
JMH,0
MethodUtils,9
findAnnotation,1
getMethodsWithAnnotation,1
ReflectionToStringBuilder,0
isAllEmpty,0
isAllBlank,0
int-based,0
RandomStringUtils,0
toXxxxCase,1
tryAcquire,0
TimedSemaphore,0
Memoizer,0
abbreviate,0
'custom,0
ellipses,0
EqualsBuilder,1
reflectionEquals,0
unwrap,1
ArrayUtils,4
toStringArray,0
getLevenshteinDistance,0
inifinite,0
WordUtils.wrap,0
breakable,0
CompareToBuilder.append,0
inlined,1
HashCodeBuilder,6
NumberUtils.isNumber,0
NumberUtils.createNumber,0
guard,1
endsWithAny,0
EqualsBuilder.append,0
whole,4
scalarized,0
FastDateFormat,13
summer,0
daylight,1
missed,5
DateUtils,1
removeIgnoreCase,0
ConstructorUtils,0
MemberUtils,0
ArrayUtils.removeAll,0
indices,1
callers,6
week-year,2
uppercase,3
behave,7
StrLookup.systemPropertiesLookup,0
reacts,0
Micro,0
FastDateParser_TimeZoneStrategyTest,0
testTimeZoneStrategyPattern,0
German,0
TimeZone,2
DateFormatUtils.format,0
Calendar,8
FastDatePrinterTimeZonesTest,0
DateUtilsTest.testLang530,0
percentage,3
fractional,1
AtomicSafeInitializer.get,1
DiffBuilder.append,0
left.equals,0
NumberUtils,1
createNumber,0
Float,0
StringEscapeUtils,4
FastDatePrinter,0
MethodUtilsTest,0
isSorted,0
FastDateParse,0
case-blind,0
DurationFormatUtils,0
durations,0
ConstructorUtils.getAccessibleConstructor,0
Accessibility,2
Enclosing,0
Classes,3
FastDateParserTest.testParses,0
digit,0
SimpleDateFormat,3
org.apache.commons.lang3.reflect.FieldUtils.removeFinalModifier,1
EnumUtils.generateBitVector,0
DifferenceBuilder,0
ReflectionDifferenceBuilder,0
FastDateParserTest,0
FastDateFormat_ParserTest,0
StrSubstitutor,0
OctalUnescaper,0
ArrayUtils.reverse,0
BooleanUtils.xor,0
isStarted,0
isStopped,0
isSuspended,0
StopWatch,1
FieldUtils,1
getAllFields,1
StringEscapeUtils.escapeJava,0
escapeEcmaScript,0
escaped,8
parsable,0
LookupTranslator,0
CharSequence,12
removeElements,1
boxing,0
Calendar.getDisplayNames,1
parseDate,4
SerializationUtils,0
TypeUtils.getTypeArguments,0
partially-assigned,0
TypeUtilsTest,0
assignability,0
lost/skipped,0
java.security.AccessControlException,9
ToStringBuilderTest.testReflectionHierarchyArrayList,0
StringEscapeUtils.escapeXml,0
Supplementary,0
Planes,0
StringUtils.join,1
SystemUtils.getJavaVersionAsFloat,2
runtime/Dalvik,2
Utilities,0
ConcurrentUtils,0
DefaultExceptionContext,0
race-conditions,1
2.0+,2
supplementary,2
Cut,1
middle,5
ThreadLocals,3
ToStringStyle,3
getCharArray,0
CharRange,2
HashCodeBuilder.hashCode,1
HashCodeBuilder.toHashCode,1
ISO8601,3
elllipsis,0
Commons-lang,1
head,7
tail,5
indexOfNth,1
ExceptionUtils,1
ExceptionUtilsTest,1
StrLookup,3
non-,1
lenient,2
ArrayUtils.addAll,0
array1,0
array2,0
EnumUtils,1
5.0,3
StringEscapeUtils.unescapeJava,0
\u+,0
Mutable,9
appropriately,1
Appendable,0
bring,1
ArrayUtils.isEmpty,0
Finally,7
StrBuilder,3
appendSeparator,1
defaultIfEmpty,1
ClassUtils.getAllInterfaces,1
MutableBigDecimal,0
MutableBigInteger,0
LocaleUtils.availableLocaleSet,1
Initialization,1
locales,2
LocaleUtils,1
deferred,6
max/min,0
resist,0
splitByWholeSeparatorPreserveAllTokens,0
ExtendedMessageFormat,1
org.apache.commons.lang.text,1
Ambiguous,1
ArrayUtils.toClass,0
escaping,6
appendIdentityToString,0
StringEscapeUtils.unescapeXml,0
ToStringBuilder,0
java.lang.StackOverflowError,0
Lang,5
Null-safe,0
ObjectUtils,0
RandomUtils,0
EnumUtils.getEnum,0
PDJpeg,1
PDFTextStripper.java,2
getParent,0
PDField,3
Parent,1
non-conforming,0
expected='endobj,0
org.apache.pdfbox.io.PushBackInputStream,0
Type0,1
fonts,63
Japanese,2
Type1C,4
Falling,0
Type1,4
PDPageNode,1
PDFStreamEngine,13
PDPageContentStream.drawString,2
Spliiting,0
org.apache.pdfbox.filter.FlateFilter,0
PDFTextStripperByArea,0
CCITTFaxDecodeFilter,0
Groups,9
OCGs,0
layers,2
PDPageLabels,0
PDPageLabelRanges,0
WriteDecodedDoc,1
Spaces,1
dissapear,0
shifted,0
CMAP,1
TrueType,11
ColorSpaceCMYK.toRGB,0
CID,7
PrintPDF,1
printer,1
orientation,4
testextract,0
Linux,5
Mac,7
please,1
accommodate,3
Re-setting,0
filled,4
PDDocumentInformation,0
PDFReader,11
PDFDebugger,66
PDNameTreeNode,1
Keys,2
Names,6
PDTrueTypeFont.ensureFontDescriptor,0
PDFTextStripper,8
currentPageNo,0
Bookmarks,1
TTF,11
PDFMergerUtility,8
Identity-H,1
transparency/alpha,0
DeviceN,8
colorspace,19
TeX-created,0
comes,2
hex,3
"0,2",0
colorspaces,0
draw,6
polygon,1
CFFFont,0
CIDKeyed,0
org.apache.pdfbox.util.ICU4JImpl.normalizeDiac,0
COSString,5
manipulate,3
rendering-related,0
classes/methods,0
Corruption,0
Arabic,3
PNG,0
garbled,1
COS,7
pdfs,5
Ensuring,0
FontDescriptor,1
FontBox,12
JempBox,12
CJK,3
COSInteger/COSNumber,0
CFF,3
PDAcnnotation,0
textmatrix,0
textscaling,0
textrotation,0
PDActionURI,0
getBase,0
getBoderStyle,0
getBorderStyle,0
specifications,11
PDSimpleFont,1
PDFont,8
Encoding.java,0
getCharacter,0
PDPage,4
graphics,2
Ignores,0
paper,0
PDColorSpaceInstance.createColor,2
Inlined,0
ColorSpace,4
pdf-files,0
endobj,0
pdfbox,9
troublesome,2
color,21
clipping,7
W/W,0
-operator,0
org.pdfbox.cos.COSString,0
org.pdfbox.cos.COSName,0
Fonts,9
laserjet,0
1320,0
8150,0
landscape,3
ConflictsList,0
XRef,8
highlighter.generateXMLHig,0
Decomposed,0
Characters,2
Diacritic,0
Merging/Placement,0
decoding,19
endless,0
glyph,23
PDPageNode.getAllKids,0
decomposing,0
Ligatures,0
PDFToImage,8
direction,7
Fixed,2
Page,60
org.pdfbox,0
org.apache.pdfbox,0
autoboxing,0
PDChoice,5
appearance,56
overlay,5
PDDocumentCatalog.getDocumentOutline,1
'outlines,1
ModifyDate,1
ModDate,1
zones,1
/Matte,1
tiff,1
