Lemma,Number of occurrences
TFile-based,1
tmpfile,1
crashes,13
soon,5
CONCAT,0
intialized,0
ImplicitSplitInserter,0
uids,0
miscomputations,0
translate,3
Plans,2
Removing,8
Unneccessary,2
Identity,7
Projections,3
hits,4
Miss,1
TestBuiltin.java,0
ctor,3
reflection,6
otherwise,4
combined,8
PIG-3419,1
Execution,4
url.openStream,1
JCC,5
TestStore.testSetStoreSchema,0
TestParamSubPreproc.testGruntWithParamSub,0
TestJobSubmission.testReducerNumEstimation,0
PIG-3123,1
Jython_Diagnostics_2,1
ExecutionEngine,1
CurrentTime,0
characteristics,0
PigUnit,0
Register,4
Statements,13
Param,1
Substitution,0
Macros,0
MRPigStatsUtil,0
Launcher,1
BigInt,1
BigDec,1
PigNullableWritable,1
deserilization,1
aggregating,1
storeSchema,0
review,25
board,3
SecondarySort_7,0
exec,8
specification,56
assuming,0
file-based,10
PigTest.assertOutput,0
Branch,4
OperatorPlan,0
forceConnect,0
MultiQueryOptimizationSpark,0
join/group,1
TestSecondarySort,0
LoadFunc,0
Slice/r,0
AVRO,3
BigDecimal,9
BigInteger,4
skewedjoin,0
mbytes,0
ResourceStatistics,0
world,9
permit,11
pushProjection,0
MultiStorage,0
sortable,0
predecessors,1
MergeJoinConverter,0
outout,0
Schema.toString,0
broadcasting,0
rdd,5
copys,0
stays,2
Calculate,0
parallism,0
TestNullConstant,0
POConverter,0
RDDConverter,0
SparkLauncher,1
-tagPath,0
SkewedJoin,0
groupby+secondarysort,0
GlobalRearrangeConverter.java,0
TestPigRunner,0
TestLocationInPhysicalPlan,0
recent,20
InputStats,0
Modernize,1
PigStorage.readField,0
BroadcastKVReader,0
TEZ-911,0
TestFRJoinNullValue,0
SparkOperator,0
correspond,0
far,2
Poisson,0
Loader,14
SampleLoaders,0
parametrized,1
LoadFuncs,0
meta,33
TEZ-668,0
TezResourceManager,0
singleton,11
design,10
Benchmarks,0
STREAM,1
newAPIHadoopRDD,0
newAPIHadoopFile,0
OutputFormat,4
TestDefaultDateTimeZone,0
Commit,5
JobConf,3
partitioners,0
TezCompiler,1
adds,12
blocking,12
TezPlan,0
OutputConsumerIterator,0
buffered,1
SparkPlan,1
RDD,2
POSimpleTezLoad,0
part2,0
TestJoin,0
TestSkewedJoin,0
as-is,0
Mavenize,2
1.0,23
TezJobControlCompiler,0
PIG-4916,0
PIG-4921,1
PIG-4957,0
0.16,0
See,0
Received,1
signal,1
0.9,4
ONE_TO_ONE,1
edge,16
IdentityInOut,1
intermediate,28
scatter/gather,0
TezMiniCluster,0
incrementing,0
unsorted,0
orderby,0
Tear,1
TezSessions,0
exits,0
PigProcessor,1
diagnostic,5
predicates,35
Druid,47
adapter,49
planing,0
extensibility,12
AggregateReduceFunctionsRule,1
Strange,0
ROW,1
simplification,12
CEIL,3
Verify,10
RexNode,1
FLOOR,7
RelBuilder,8
FilterRemoveIsNotDistinctFromRule,0
DateRangeRules,2
TIMESTAMP,21
TIMEZONE,0
zone,4
treat,6
pushes,0
HSQLDB,22
Mongo,3
ArrayIndexOutOfBoundsException,44
RexSimplify,1
ReduceExpressionsRule.JOIN_INSTANCE,0
Adapter,6
AggregateJoinTransposeRule,2
aggregateCall,0
SqlSumEmptyIsZeroAggFunction,0
groupKeys,0
RelSubset.copy,0
AVG/VARIANCE/STDDEV/COVAR,0
rowType,0
Match,3
PARTITION,1
SqlValidatorImpl.findTable,0
DATE/INTERVAL,0
arithmetic,6
dialect-specific,2
passing,12
RelDecorrelator,0
RelStructuredTypeFlattener,0
Timezone,2
TimeExtractionFunction,1
SYSTEM,15
TABLE,48
SYSTEM_TABLE,0
General,7
rewriting,50
CASE,8
SqlToRelConverter,1
ordinal,5
flattening,8
record-valued,0
SELECT,57
NATURAL,2
USING,2
alerts,6
lgtm.com,1
Substring,1
non-constant,0
literals,25
short,13
distinct,21
SubstitutionVisitor.splitFilter,0
operands,4
OFFSET,11
FETCH,2
JoinPushTransitivePredicatesRule,1
Built-in,2
DDL,9
DruidQuery,3
cost,23
EXTRACT,3
interval,12
Expressions,17
Extraction,6
Year/Month/Day,0
druid,2
Tweak,4
janino,0
profiler,0
JaninoRelMetadataProvider,0
ITEM,1
DOT,0
RelToSqlConverter,4
ARRAY,12
DATE,4
TIME,5
pushing,8
postaggregates,0
equivalent,8
RelCollation,3
proved,0
CALCITE-2170,0
dialect,1
Jethro,0
BindableTableScan,0
sure,10
Aggregate,20
literal,25
AssertionError,7
'Cast,0
nullability,5
TIME/TIMESTAMP/DATE,0
RexImplicationChecker,1
UNNEST,3
'ANY,0
Floor,0
year,4
month,10
day,5
hour,6
minute,1
ranges,19
Row,9
MATCH_RECOGNIZE,7
Refine,13
Calcite,23
express,0
precision,10
millisecond,2
Recognize,1
lossless,7
join/aggregate,1
spatial,1
'fun=spatial,0
time/timestamp,0
WITHIN,0
APPROX_COUNT_DISTINCT,0
approximate,2
distinct-COUNT,1
sqlsh,0
Filtered,0
Aggregator,1
DML,29
Rewriting,1
Core,11
default-test,0
TUMBLE,0
GROUP,54
MSSQL,2
floor,0
Forbid,2
1.15.0,0
OpenGIS,0
SqlValidatorUtil,0
checkIdentifierListForDuplicates,0
compound,1
identifiers,22
GroupingSets,0
rollup,0
resulting,7
ProcessBuilder,0
suite,31
accidents,0
user-defined,2
SqlGroupedWindowFunction,0
NULLS,9
FIRST/,0
LAST,8
Executing,0
RelBuilder.values,0
projection,7
clauses,16
AggregateExpandDistinctAggregatesRule,2
CAST,5
simplifies,1
Project.getPermutation,0
repeated,15
ReduceExpressionRule,0
nullable,7
constant,18
__time,0
VolcanoPlanner,1
LocalInterval,0
rewritings,0
makeCost,0
Sort.computeSelfCost,0
RelMetadataQuery,0
planner,9
invalidate,4
transformTo,0
Nesting,0
PREV,0
Suboptimal,0
SqlDialect,0
follows,4
referenced,17
thetaSketch,0
Window,3
sub-query,5
star,4
args,4
parenthesis,1
cartesian,4
cond,1
TRUE,0
NavigationExpander,0
NavigationReplacer,0
SqlValidatorImpl,0
expanding,2
STAR,0
sub-fields,0
RecordType,0
StructKind.PEEK_FIELDS,0
StructKind.PEEK_FIELDS_DEFAULT,0
deprecate,3
indicators,0
GROUPING,4
post-aggregation,0
Count,6
acceptable,3
MEASURES,0
Jdbc,1
FLOAT,6
DOUBLE,7
De-couple,1
avatica,8
VARCHAR,37
VARBINARY,3
unspecified,4
Quantified,0
read-consistent,0
CalciteSchema,2
Nullability,0
SqlTypeFactory.leastRestrictiveSqlType,0
DECIMAL,9
DruidAdapter,1
PATTERN_DEFINE_AS,0
SqlStdOperatorTable,0
match_recognize,0
MATCH,0
sub-clause,2
subset,16
SubstitutionVisitor,0
providers,37
File/web,0
EXPLAIN,3
PLAN,0
TUMBLE/HOP/SESSION_START/END,0
HOP,1
SESSION,8
CompileException,0
java.sql.Date,1
correlated,9
LogicalAggregate,0
UNION/MINUS/INTERSECT,0
INSERT/UPSERT,1
fewer,3
PERIOD,0
CONTAINS,2
PRECEDES,0
sql-to-rel,0
two-level,2
DB2,2
x.y.z,0
executor,11
RexUtil.simplify,0
OrderBy/Limit,0
modifiable,1
extended,13
sub-second,2
fraction,0
perform,26
trimming,0
CHAR,18
performing,9
GROUPING_ID,1
Intersect,0
Minus,0
Meta.Frame.create,0
EnumerableMergeJoin,0
Correlate.joinType,0
lower-case,3
Join.joinType,0
RelOptUtil.splitJoinCondition,0
numerical,3
truststore,10
Send,13
UTC,1
.csv,0
.json,1
.gz,1
Elasticsearch5,0
RexUtil.simplifyXxx,0
carry,0
RelNode,4
RAND,6
Trait,0
RelTraits,0
RelDataTypeFactory.FieldInfoBuilder,0
Two-level,0
creating/altering,0
VIEW,29
RelBuilder.call,0
MinRowCount,0
Strong,1
infer,0
predicate,20
ResultSet.getXxx,0
SQLDataException,0
pagingIdentifiers,0
relational,5
subquery,20
Obsolete,3
Util.newInternal,0
Throwables.propagate,0
MINUS,3
Avatica,15
MySource,0
FileSource,0
AvaticaDatabaseMetaData,0
hydromatic-resource-maven-plugin,0
re-work,0
SaffronProperties,0
HttpUtils,0
lattice,1
Decorrelation,0
EXISTS,5
multi-sub-query,0
Decorrelate,1
sub-queries,4
topN,1
translation,1
RHS,3
Shuttle,0
visiting,3
linq4j,1
mutating,0
case-insensitive,0
alphabetically,0
preceding,0
SemiJoinRule,1
RIGHT,0
FULL,0
ReduceExpressionsRule,3
multi-column,0
translating,1
RelDataTypeFactoryImpl.copyType,0
StructKind,0
detached,0
Statement.cancel,0
CREATE,28
Instantiate,4
uniqueness,2
'Correlate,0
JDK9,1
ColumnValue,1
backwards,7
compatibile,0
CALCITE-1040,0
ByteString.indexOf,0
ByteString,1
INTERSECT,0
counting,11
Derive,0
JdbcResultSet,0
Frame,8
DruidAdapterIT,0
FilterReduceExpressionsRule,0
simplify,22
deduce,0
segmentMetadata,0
Infer,4
ALTER,36
Timeseries,0
TopN,27
case-sensitivity,1
expession,0
from_string,0
to_string,0
ProjectMergeRule,1
ProjectPusher,0
rel,3
factories,12
rels,0
project/filter,0
ThreadLocal,4
SqlTypeName,0
YEAR_MONTH,0
non-ansi,0
non-preserved,0
count-preserving,0
avatica-1.8.0,0
Case-insensitive,0
Nested,10
error/error,0
DATE+INTERVAL,0
arithmetics,0
In-list,0
in-list,0
null-generating,0
strong,4
null-preserving,0
AggFunctions,0
JdbcAggregate,1
SqlKind,2
precedence,1
protobuf,4
TypedValue,1
SqlFunctionCategory,0
SqlConformance,0
TIMESTAMP_ADD,0
smaller,20
DAY,0
AvaticaCommonsHttpClientImpl,0
HTTP/503,0
pushFilterPastProject,0
protobuf-java,0
CNF,6
exceeds,12
MetaImpl.MetaColumn,0
spec,16
ViewExpander,0
Inefficient,2
DatabaseMetaData.getColumnLabel,0
PreparedStatement.executeLargeBatch,0
SqlOperatorBinding,1
operand,4
Materialised,0
optimisation,6
Statement,25
sent,29
reducing,16
Bind,3
INSERT,15
ChunkList.clear,0
ErrorResponse,1
uuid,2
sub-classes,0
RelOptRuleOperand,1
SPNEGO-authenticated,0
realm,2
SETS,2
assigns,0
MySQL,16
provider,34
pull,6
UnionPullUpConstantsRule,0
AggregateRemoveRule,0
User-defined,1
DynamicRecordType,0
avoiding,0
FETCH/LIMIT,0
Quidem,0
JdbcTest,0
timestampadd,0
timestampdiff,0
Logging,18
SLF4J,2
kind,19
Kerberos-authenticated,0
SPNEGO,14
NoopTimer,0
NoopContext,0
PreparedStatement,13
Decorrelator,0
trimmed,2
Invoke,1
url-based,0
login,19
OTHER_DDL,0
Oracle-specific,0
RexCall,0
digests,4
STDDEV_SAMP,2
STDDEV_POP,2
Assign,1
built-in,18
customized,4
unary,2
IS_NULL,0
IS_NOT_NULL,0
getTables,1
JdbcMeta,1
derived,34
RelOptPredicateList,0
switches,2
EnumerableLimit,0
Sub-query,0
max_row_count,0
Requests,6
schema-on-read,0
MAP,2
SqlOperator,1
RelMdUtil.checkInputForCollationAndLimit,0
alreadySorted,0
applicable,6
materializations,2
topological,0
RexUtil.simplifyCase,0
FieldDescriptors,0
Protobufs,0
AvaticaUtils.readFully,0
ByteArrayOutputStream,0
getMaxRowCount,0
Volcano,0
populate,13
RelOptRuleCall.nodeInputs,0
reserved,5
keywords,0
Parser.jj,0
template,27
triggering,8
ProjectRemoveRule,2
pre-processing,0
Litmus,0
continuation-passing,0
Protobuf,4
transport,68
non-cassandra,0
RelMetadataProvider,0
Programs,0
equivalence,1
sub-objects,1
hanging,9
ReflectiveRelMetadataProvider,2
theta,1
Named,2
DEFAULT,14
AggregateConstantKeyRule,0
Basic,33
Digest,5
substitutions,1
maxRowCount,0
FIRST/LAST,0
HIGH,0
cycles,16
Stacks,20
Protocol,8
Buffer,5
EnumerableTableScan,0
transmit,1
database,193
ORDINALITY,0
DiffRepository,0
Theta,0
JdbcAdapter,0
protobuf-3.0.0-beta-1,0
Teach,2
CalciteAssert,2
RemoteDriverTest,0
execute,26
expressed,0
MetaImpl.MetaCatalog,0
TABLE_CAT,0
TABLE_CATALOG,0
isKey,0
isDistinct,0
TableScan,1
large/infinite,1
scans,15
Validate,16
HttpServer,0
ProjectFactory,0
AggregateJoinTranposeRule,0
FilterJoinRule,0
413,1
Functions.adapt,0
JoinProjectTransposeRule,0
Overloaded,0
addBatch,0
/executeBatch,0
past,5
de-correlating,0
Pre-populated,1
Statement.execute,0
extracting,16
INTERVAL,0
areColumnsUnique,0
Star,0
wrongly,21
Builder,13
EnumerableRelImplementor.stash,0
suitable,1
kinds,3
Anti-semi-joins,0
updateCount,0
maxRows,0
collation,38
monotonicity,0
BOOLEAN,6
Redundant,2
MongoDB,5
SUPERCLASS_COMPARATOR,0
COLLECT,1
prepared,41
CsvScannableTable.scan,0
schema.table.column,1
MULTISET,1
STRUCT,0
AvaticaStatement,1
CALCITE-575,0
Variant,4
considers,2
trivial,1
identical,5
AvaticaConnection.getAutoCommit,0
-Dcalcite.debug,0
derive,3
SqlNode.unparse,0
parameterValue,0
Correlation,1
populated,16
AbstractConverter,0
EquiJoin,0
grouping,21
FilterAggregateTransposeRule,0
Implicitly,2
comparisons,3
SQLFeatureNotSupportedException,1
SPI,6
pieces,0
avatica-server,0
SelfPopulatingList,0
isolation,16
connectionSync,0
connections/statements,0
GROUP_ID,0
resultset,10
MaxRows,0
setMaxRows,0
CloneSchema,0
splitCondition,0
RelOptUtil,0
MultiJoin,0
exposed,2
RelOptQuery,0
Constant,1
folding,8
MaterializationService,1
AggregateProjectMergeRule,1
EnumerableCalcRel,0
BINDABLE,0
NEXT/CURRENT,0
VALUE,4
TableMacro,1
consume,8
FilterIntoJoinRule,0
RexInputRef,0
RelDistribution,0
trait,2
Exchange,2
rejected,13
ProjectableFilterableTable,0
Project.flags,0
updatable,4
RelOptCluster,0
Simpler,1
correlate,0
enumerable,1
RemoteDriverTest.testTypeHandling,0
east,0
Greenwich,0
ArrayTable,0
ResultSetMetaData.getColumnClassName,0
SetOpFactory,0
RelNode.getChildExps,0
RelNode.accept,0
RexShuttle,0
enabling/disabling,0
type-specific,0
ArithmeticException,0
EXTEND,0
query/DML,0
AbstractRelNode.getCollationList,0
JoinRule,0
deducing,0
qualifier,11
OneRow,0
Empty,12
suffice,0
Reading,3
ResultSet,45
SQLException,19
NoSuchElementException,5
RelMdColumnUniqueness,0
ImmutableBitSet.Builder,0
semi-join,0
LATERAL,0
Filters,13
Re-organize,1
ImmutableBitSet,0
BitSet,2
adapters,1
Fongo,1
SubQueryRemoveRule,0
rewrite,31
optimally,1
timestamp_parse,0
multiset,0
SET,2
FUSION,0
LONG,0
ElasticSearch,13
Correlate,0
AggregateNode,0
aggregators,7
SUM/COUNT,0
DbImport,0
relationship,30
Columns,15
Vertical,17
Cayenne,68
cdbimport,33
procedure,27
cayenne-server,2
unresolved,2
DeduplicationVisitor,0
swap,1
lambdas,0
Modeler,56
undo,8
DbRelationship,4
DbAttribute,9
cgen,1
ends,11
ObjAttribute,4
Injectable,0
PkGenerator,0
Undo,4
exeption,0
TreeMap,0
prefetch,34
SQLTemplate,5
PostCommit,2
CommitLog,2
prefetch-related,0
SQLSelect,2
SelectQuery,13
force,9
maven/gradle,0
clicking,1
Auto-loading,8
stand,4
alone,4
renderer,3
auto-loading,0
Save,16
typesafe,2
binding,25
Flattened,2
Relationships,6
List/Map,1
EventBridge,0
autoloadable,0
displayed,12
Recent,4
Projects,1
Shortcuts,1
dropped,37
QueryCache,4
referencing,8
type-safe,24
caches,11
variants,7
cayenne-postcommit,0
cayenne-lifecycle,11
In-memory,8
ASTLikeIgnoreCase,0
EJBQL,59
noop,0
ObjectSelect,7
checkboxes,1
ColumnSelect,1
Extensible,0
CacheInvalidationFilter,0
date/time,10
extraction,48
SelectAction,0
DistinctResultIterator,0
relationships,28
Transaction,16
cayenne,2
Search,27
ParameterBinding,4
ExtendedType,5
undo/redo,1
Expression,30
cayenne-crypto,38
HMAC,0
commons-logging,1
Third,4
DISJOINT_BY_ID,9
synchronization,50
MergeToken,1
sorting,13
TAB,0
contribution,12
DataSourceBuilder,1
help,10
pooling,11
non-pooling,1
DataSources,7
ExpressionFactory.exp,3
SelectById,2
full-featured,1
classes/,0
higher,13
selected,7
ObjectContext.getGraphManager,0
.unregisterObject,0
DataDomain,9
toMany,0
respected,2
DbLoader,9
DataMap,19
Obj,12
ListBuilder,0
ambiguities,0
bindings,8
Proper,4
turning,2
on/off,1
cross-ObjectContext,1
Capturing,3
linking,4
DataMaps,2
DataNodes,0
cayenne-tools,1
cayenne-plugins,1
ReferenceMap,0
engineering,9
Variants,4
Property.like,4
startsWith,4
endsWith,4
omissions,0
PostgreSQL,0
HTTP/1.1,1
HTTP/2,0
ROP,32
Database,17
Cancel,7
Preserve,6
manually,2
ObjEntity,8
NamedQuery,0
MappedXYZ,0
datamap.vm,0
orderings,0
AUTO_PK_SUPPORT,1
w/o,6
diamond,3
CayenneCase,61
Stored,3
procedures,9
pipeline,33
NamedObjectFactory,2
NamingStrategy,2
BatchTranslator,4
BatchParameterBinding,1
Invisible,2
tutorial,0
BatchQuery,6
SQLActions,1
DataNode,6
ExtendedTypeMap,0
Porting,3
Stripping,1
non-id,0
MappedSelect,0
MappedExec,0
fluent,23
Newly,0
unexpectedly,13
SQLTemplate/SQLSelect,5
positional,5
Relocate,6
ServerRuntimeBuilder,1
ServerRuntime,1
out-of-order,2
insertion,1
Ordering.orderedList,0
non-binary,0
Non-blocking,7
ValueTransformerFactory,0
enables,24
JodaTime,0
LEFT,3
Disjoint-by-id,0
repeating,0
ObjectNameGenerator,0
unifying,1
injection,12
DefaultAdhocObjectFactory,0
CayenneModeler,11
ScopeMVC,3
ObjRelationshipInfoDialog,3
EOModel,3
distinguish,6
CLOB,18
LogDialog,0
ProcedureCall,0
Reworking,4
Catalog,3
DbEntity,10
bidirectional,3
one-to-one,1
Lock-free,4
EntityResolver,4
Reverse,12
Engineering,4
Left-hand,1
navigator,1
Eclipse,3
panel,3
show/hide,1
everything/objentities/dbentities/queries,1
ServerRuntime.getDataSource,0
DataSource,8
EJBQL-related,0
translators,1
'org.apache.cayenne.access.translator.ejbql,0
altered,10
Config-free,0
Cayenne-managed,1
Speeding,0
PropertyUtils,3
Autobind,0
InsertBatchQueries,0
CayenneRuntimeException,0
Formatter,0
ObjectIdQuery,1
polymorphism,1
DataChannelFilter,0
DataObjects,3
Saving,10
ResultIterator,5
ObjectContext.iterate,4
DI-based,16
cayenne-project,9
statements/expression,4
everything,10
3.1,7
Attribute,8
Relationship,0
AuditableFilter,4
ObjectDetachOperation,1
crypto,2
subsystem,19
readNestedProperty,2
Iterative,1
Invocations,1
DataObject,3
Within,1
Cayenne.readNestedProperty,1
EntitySorter,4
internalize,4
Ashowood,4
service,169
map/list,2
Reverse-engineering,0
reinstates,0
previously,6
modeler,28
includeTable,1
'catalog,2
'schemaName,2
'schema,2
excludeTables/includeTables,0
IdCoder/EntityIdCoder,2
ObjectIds,2
Working,9
dots,0
names-,0
Quote,2
seem,13
Consistent,8
concise,2
BatchQueryBuilder,4
ConverterFactory,0
Iterated,1
paginated,5
counts,11
ObjectContext.localObject,6
cross-map,0
loses,10
ObjectContext,5
varargs,15
DataRows,0
Slow,20
DbMerger,1
multi-module,1
Real,4
catalogs,4
1.5,24
3.2,0
Preferences,8
reverts,0
EhCacheQueryCache.get,1
QueryMetadata,4
QueryCacheEntryFactory,1
EhCache,1
Flatten,2
PersistentDescriptor,3
predictable,3
tabs,5
toolbar,0
org.apache.cayenne.project,19
embeddables,9
migrate,48
org.apache.cayenne.modeler.ModelerPreferences,2
Difference,1
DataObject.readNestedProperty,0
Bogus,2
mess,2
qualifiers,7
DBEntities,1
auto-map,2
CDbimport,2
Improved,20
Converting,1
TransactionDelegate,1
policies,103
Minimal,12
container-based,8
ERDiagram,2
Entities,5
unification,3
classic,6
Prefetching,3
prefetched,5
subentity,3
hotkeys,1
SelectDescriptor,6
concept,24
to-many,18
CayenneContext,2
LOB,14
hacks,0
4.0,9
Compiled,6
EntityResult,13
ObjectContext.deleteObject,0
RowReaderFactory,2
ANT,0
performInTransaction,0
AdhocObjectFactory,0
factory.newInstance,0
DataChannel,3
UnsupportedOpeartionException,0
eliminating,1
Problems,6
Evaluating,0
Integral,0
Literals,2
particular,7
adapter-specific,1
universal,1
contexts,16
QueryMetadata.isResolvingInherited,0
Horizontal,6
EJBQLQuery,0
ObjRelationship,3
Dialog,4
JComboBox,0
Straightening,1
platform-specific,1
sharedConfiguration,0
DataContext,4
CayenneDataObject,0
3.0,13
reorganization,2
CreateTableToDb,0
Outer,3
Expression.filterObjects,0
Renaming,0
DbRelationships,0
ObjRelationships,0
org.apache.cayenne.access.trans,0
query-specific,0
Joint,0
prefetches,0
Annotation-based,0
decorators,6
DataContextFactory,1
DI-enabled,1
ObjectContextFactory,0
differentiate,1
Expression.expWithParameters,0
placed,4
inline,14
switching,5
SortWeight,0
BatchQueryBuilderFactory,2
itest-common,0
'Migrate,0
ObjectId,1
friendly,6
DbAdapter,3
SQLite,3
cayenne.xml,5
per-adapter,0
translator,1
UuidBatchFault,1
-Dmaven.test.skip=true,0
CayenneRuntime.getContext,0
newContext,0
cross-db,1
Conditionally,0
long-running,0
wocompat,0
meaningfulPk,1
Quoting,5
friends,5
Memorize,1
user-selected,4
widths,1
JdbcPkGenerator.longPkFromDatabase,1
primary,36
CayenneRuntime,1
Generify,0
EventManager,2
likeIgnoreCase,3
Embeddable,10
Exerimental,1
CAY-1213,1
discriminator,3
relationship-ending,4
memorized,1
TransactionManager,1
user-managed,1
property-based,2
persistent,25
QueryLogger,7
DI-managed,0
maven-cayenne-plugin,1
syncronize,1
RuntimeProperties,0
becomes,10
contention,14
Faulting,1
uncommitted,2
modifications,4
Synchronize,1
panes,0
BaseContext,0
DataRow,6
Untangle,2
tracking,28
DbEntities,1
defaultPackage,0
placing,0
DataRowStore,0
DefaultEventManager,0
non-bocking,0
DispatchQueue,1
cumbersome,0
diff,9
Callbacks,4
POST_UPDATE,1
POST_REMOVE,1
'Property,0
index/offset,3
Intelligent,1
lazy,8
fault,4
DataObjectUtils,0
'objectForPK,0
Qualifier,2
Declared,0
getEntity/getColumn,0
AddColumnToDb,0
GraphDiff,0
compressor,3
Link,10
JdbcEventLogger,6
java.lang.IllegalArgumentException,13
Undo/Redo,6
non-type-safe,1
cross-datamap,0
flattenned,0
selections,3
disjoint,1
Injector,4
to-one,0
vertical,3
Generated,3
increment,13
commitChangesToParent,0
child,67
cascade,2
EventManager.getDefaultManager,0
cayenne-client,0
unusable,4
ClassDescriptor,0
File-based,0
ResourceLocator,0
legacy,13
FileConfiguration,0
deleteObjects,0
something,4
limitations,7
POST_LOAD,4
free-text,2
Expression.toEJBQL,1
single-column,1
EJB,13
Terminating,0
unwinding,0
org.apache.cayenne.conf,1
CayenneUserDir,0
enumeration,2
explicit,11
SQLResultSetMapping,0
madatory,0
lookups,8
domain,9
UUID,3
DataDomain.getNode,0
getDataNode,0
JTA,3
EntityManager,1
cayenne-jdk1.4-unpublished,1
cayenne-jdk1.5-unpublished,1
DataContext.objectFromDataRow,2
unsetting,2
org.apache.cayenne.map,1
isMandatory,0
getMaxLength,0
members,5
ObjAttributeб,0
ClientObjAttribute,0
DerviedDbEntity,0
EntityInheritanceTree,0
ConfigurationNode,0
ConfigurationNodeVisitor,0
BaseQueryMetadata.setPrefetches,0
oracle.sql.TIMESTAMP,0
Formattable,0
CayenneMap,0
java.util,0
arbitrary,10
Types,23
Queries,18
RefreshQuery,1
JEdit,0
Syntax,3
TextAreas,0
ExpressionFactory,0
Oracle8,0
directive,2
UPDATE,17
DELETE,33
builders,6
Importing,6
Pkgenerator,1
needlessly,1
renaming,5
Functional,1
loose,2
Aligning,1
Left,3
Prefetches,1
WebApplicationContextFilter,0
setToXXX,0
Escaped,1
LIKE,25
Clauses,1
SimpleNode.connectChildren,0
LifecycleEventCallbacks,1
Right-click,0
contextual,1
entities/attributes/relationships,1
copy/paste,0
Generating,1
SelectTranslator,0
SMALLINT,0
UNSIGNED,0
java.lang.Short,0
java.lang.Integer,1
confirmation,5
DefaultType,0
LOCAL_CACHE,0
Welcome,0
Screen,1
Panel,0
Garbage,2
subqueries,18
Enums,0
Db-generated,0
MySQLSniffer,0
QueryAssembler/SelectTranslator,0
_Auto,0
reorg,0
Primitives,1
cascading,3
progress/log,0
commons-lang,1
DESC,45
Swing,1
managing,7
Fall,0
DriverManager,5
Scaling,0
ObjRelationsship,1
DropColumnToModel,1
sound,0
enhancer,0
Arithmetic,1
CallbackInterceptor,1
introduces,1
Indexing,11
datamaps,1
openbase,0
managed,21
listed,0
persistence.xml,1
Programmatically,0
