Lemma,Number of occurrences
interesting,4
practically,0
mini-batch,0
442s,0
183s,0
239s,0
990/1013,0
amenable,1
11M,0
150K,0
"1,064,354,993,445",0
236s,0
8.6s,0
SYSTEMML-1729,0
induced,0
CSE,0
SYSTEMML-1445,0
axpy,0
445,0
scalars,0
deduplicated,0
SYSTEMML-2027,0
large-scale,0
non-reproducible,0
janino,0
executor,13
codepath,0
data-parallel,0
magg,0
SYSTEMML-1767,0
single-threaded,3
exceed,1
spase,0
20x,0
thrashing,0
SYSTEMML-2039,0
SPARK,1
lops,1
breadth-first,1
live,8
JMLC,1
poor,6
vertical,3
piggybacking,1
leafs/intermediates,1
depth-first,0
manner,10
followed,4
room,3
aims,0
bottleneck,0
SYSTEMML-1045,0
resize,3
aggressive,0
capacities,0
SYSTEMML-1288,0
subexpression,2
single-pass,0
SYSTEMML-1716,2
rmm,2
Shallow,0
shallow,1
replicas,2
IJK,2
Hash,1
parallelization,0
Along,2
historically,0
triple,1
shapes,0
road,0
saturates,6
carried,4
SYSTEMML-1002,0
long-long,1
Arrays.hashCode,0
//issues.apache.org/jira/browse/SYSTEMML-993,0
text/csv,0
reblocks,0
SYSTEMML-874,0
LazyIterableIterator,1
PairFlatMapFunction,1
296,4
SYSTEMML-1918,0
'merge,0
RewriteMergeBlockSequence,0
twrites,0
program,8
SYSTEMML-1336,0
what-if,0
barely,0
partition-execute,0
8GB,0
univariate-stats,0
I/O,41
781s,0
110s,0
SYSTEMML-816,1
compressed,5
parallelizes,0
disjoint,1
SYSTEMML-1852,0
outer-rexpand,0
SYSTEMML-845,0
mod,0
intdiv,0
gpu,0
SYSTEMML-2338,0
DNN,4
bias_multiply,2
DNN-specific,0
bias,1
SYSTEMML-2462,0
correctness/performance,0
alternatively,0
index-out-of-bounds,0
left-hand-side,1
COO,2
truncation,19
gaps,0
zero,12
SYSTEMML-2131,0
biasAdd/biasMult,0
row/cell,0
bias_add,0
reuses,0
seamless,0
biasAdd,0
biasMult,0
SYSTEMML-1624,0
"X,0",0
statically,1
SYSTEMML-2170,0
exec,5
dims,0
satisfied,0
budget,0
sparse-dense,2
xor,1
SYSTEMML-1265,0
quantile/iqm,0
"SYSTEMML-1741,1536,1296",0
'interesting,0
reasoning,2
exploitation,0
holistic,0
heuristics,3
Common,0
PlanAnalzer,0
exploded,0
GLM,6
probit,0
Lenet,0
respectively,3
considers,1
"262,516",0
"7,719,381",0
high-impact,1
techniques,0
enumerated,1
"7,731",0
"473,840",0
optimality,1
lower/upper,0
costs,11
Whenever,1
reachability,0
substructures,0
Certain,0
subproblems,0
SYSTEMML-2297,0
hidden,4
slice,1
min/max,1
rc/r/c,0
min/max/rowMins/rowMax/colMins/colMaxs,0
colMins/colMaxs,0
purely,1
rowMins/rowMaxs,0
cache-conscious,1
SYSTEML-1758,0
SYSTEMML-2275,0
SYSTEMML-2217,0
SYSTEMML-2024,0
icp,0
inferred,1
ambiguity,0
multi-aggregates,1
products,11
avoidance,1
1x1,1
SYSTEMML-891,0
'as,1
'to',0
'to,0
closely,2
SYSTEMML-1935,1
binomial-probit,3
glm_dist,0
deadcode,1
eliminated,3
100M,1
20/10,1
outer/inner,1
"1,633s",0
"1,338s",0
challenging,0
considered,7
~200K,0
~1G,0
guaranteeing,0
SYSTEMML-1876,0
QuaternaryOp,0
stratstats,1
worst-case,0
lop,0
SYSTEMML-1949,0
miss,1
SYSTEMML-1836,0
Scripts,4
thread-local,1
ring,5
10Mx10,0
Baselines,0
"1,399s",0
507s,0
466s,0
102s,0
326s,0
13s,0
196s,0
37s,0
134s,0
mis-aligned,0
power,0
2^x,0
leveraging,0
shifts,0
SYSTEMML-2188,0
collects,0
latter,6
deciding,4
SYSTEMML-1937,0
repetitions,1
fixpoint,0
compares,3
summaries,1
abort,14
496s,0
337s,0
tightened,1
simplifications,0
SYSTEMML-1963,0
fuse-all,1
ALS-CG,0
permuted,0
dpesp,0
SYSTEMML-1439,0
considerations,2
abs,0
subplans,0
SYSTEMML-1662,0
discovered,10
pack,0
Forced,0
static/dynamic,0
visted=false,0
visited,3
hole,1
elimination,2
opeators,0
originated,0
SYSTEMML-2070,0
stepwise,2
linregDS,1
SYSTEMML-1621,0
scalar-matrix,1
max/min/log/ppred,0
consolidates,0
SYSTEMML-2032,0
fuse-datagen-binary-op,0
fusing,0
SYSTEMML-2017,0
cpvar,0
mvvar,0
CacheableData,0
MatrixObjects,0
FrameObjects,0
SYSTEMML-1749,0
SYSTEMML-1506,0
jmlc/mlcontext,0
chains,1
programs,1
SYSTEMML-1714,0
generalization,0
scalar-vector,0
cell-wise,0
SYSTEMML-2072,0
inplace,2
deep,4
six,1
SYSTEMML-1255,0
cp/spark,0
SYSTEMML-2200,0
presence,7
unknowns,0
accounting,0
10Mx1K,0
9305s,0
491s,0
SYSTEMML-2021,0
ineffective,0
fused-all,0
fuse-no-redundancy,0
quickly,12
enumerating,0
achieved,2
Together,2
SYSTEMML-449,0
Compressed,0
bundles,8
'compressed,0
SYSTEMML-820,0
DDC,1
DDC1,0
DDC2,0
SYSTEMML-815,0
Hardened,0
sample-based,0
estimators,0
uncompressed,4
population,2
numerically,0
SYSTEMML-814,0
Debugging,0
tracing,18
greedy,0
memoization,0
bin,1
packing,1
throughout,10
CLA,1
thereof,1
SYSTEMML-2020,1
tpls,0
SideInputs,0
"SYSTEMML-1349,2251",0
shortcoming,0
counted,0
Especially,0
modern,0
processors,42
cores,0
barriers,1
SYSTEMML-1904,0
recompile-once,1
cursors,11
row-major,0
SYSTEMML-2031,0
ratio,0
indirection,1
STORM-307,0
Iffa4609ee9b8a0afbd437d2b2ee802cc83773a0a,0
STORM-329,1
0.9.x,0
introspection,0
Utils,4
readCommandLineOpts,0
STORM-173,1
'STORM-1837-2,0
//github.com/srdo/storm,0
STORM-1837,3
complete-topology,1
STORM-2666,2
storm-kafka-client,18
spout,13
OffsetManager,13
STORM-2408,1
storm.kafka.client.version,1
0.10.2.0,1
STORM-2449,2
State,13
TOMBSTONE,2
STORM-1363,1
TridentKafkaState,1
TridentTupleToKafkaMapper.getMessageFromTuple,1
Incase,3
STORM-2016,1
bugfix,2
storm.thrift,1
STORM-1994,1
bin/storm,1
storm,8
storm-submit-tools,1
transitive,15
StormSubmitter,3
BlobStore,5
blobs,12
AlreadyAliveException,1
InvalidTopologyException,1
AuthorizationException,1
Supervisor,8
downloaded,1
Nimbus,11
blobstore,1
topologies,3
Command-line-client.md,1
storm.py,1
'help,3
STORM-1670,3
ony,1
active/finished,1
Taylor,10
Goetz,1
ptgoetz,1
STORM-3090,1
STORM-2240,1
STORM,1
PMML,3
Bolt,1
Models,1
Blob,4
ModelRunner,1
ModelOutputs,1
Blobstore,3
STORM-2303,1
storm-opentsdb,3
bounded,4
STORM-2325,2
Logviewer,6
'storm.local.hostname',2
storm.local.hostname,2
STORM-2236,7
Localizer,2
AsyncLocalizer,2
supervisor,9
shutting,5
alive,2
non-daemon,2
STORM-2400,1
Curator,2
2.12.0,1
STORM-3043,3
STORM-2505,17
Spout,4
compaction,12
Maintaining,2
emitted,8
voids,2
Boxed,2
Rephrased,2
contiguous,2
acked,9
ack/emit,2
addToAckMsgs,2
addToEmitMsgs,2
STORM-1446,3
Storm,17
Trident,23
SamzaSQL,5
//github.com/milinda/samza-sql,3
STORM-2072,3
STORM-2200,3
Drop,6
Calc,3
circuit,4
explaining,4
'STORM-2236-1.x,0
//github.com/MediaV/storm,1
STORM-2236-1.x-merge,0
389966ea4969d76271da1ad80f9f46e1c87cade4,0
397977797a6ef940403c0ff4c14b834a45b6ae05,0
STORM-2087,1
0.10,1
kafka-spout-client,1
resulted,9
tuples,9
halt,1
ack,20
STORM-1997,1
state/bolt,1
storm-kafka,2
STORM-2225,3
STORM-2228,1
Reimplemented,1
STORM-2403,5
KafkaBolt,5
tick,19
STORM-2387,8
STORM-2172,3
STORM-1095,0
Tuple.getSourceGlobalStreamid,0
camel-case,0
STORM-2148,1
RexNodeToBlockStatementCompiler,1
BlockStatement,1
STORM-1678,1
STORM-1228,3
STORM-2660,3
storm-local,7
nimbus,8
srdo,3
'Apache_master_STORM-2052_KSPI,0
//github.com/hmcl/storm-apache,0
STORM-2052,2
STORM-2098,1
DruidBeamBolt,1
DruidConfig.Builder,1
STORM-2281,1
Spouts,1
Illegal,4
'revert-storm-756,0
ce2d49b924b6690d7704eccbb91ebbbea0a601bb,0
18f68f7a967f7173b9c7c7444bedd53b13ad65fb,0
STORM-2607,2
earliest,5
commitSync,2
STORM-2220,1
bolt,5
Cassandra,1
bolts,6
STORM-2103,1
storm-sql-mongodb,1
STORM-763,1
STORM-839,1
Bolts,6
BaseTickTupleAwareRichBolt,5
non-tick,2
'STORM-1950,0
//github.com/HeartSaVioR/storm,3
'STORM-821,0
Parth-Brahmbhatt/incubator-storm,0
0.10.x-branch,0
DirectoryStream,1
'STORM-1654,0
//github.com/HeartSavioR/storm,0
STORM-1654,1
STORM-2297,1
Flux,7
OpenTsdbBolt,5
OpenTsdbClient.Builder,1
OpenTSDBBolt,1
STORM-2293,2
hostname,6
'storm.local.hostname,2
'storm1596,0
//github.com/kishorvpatil/incubator-storm,0
STORM-1596,1
TGT,1
STORM-1202,0
org.apache.storm,0
compatability,0
STORM-756,2
taskids,3
BoltReaderRunnable,0
_pendingWrites.put,0
BoltWriterRunnable,0
respecting,0
priorities,0
multilang_test,0
STORM-1450,0
ResourceAwareScheduler,0
STORM-1091,0
STORM-634,0
SupervisorInfo,0
Assignment,1
StormBase,0
TopologyStatus,0
ZKWorkerHeartbeat,0
ErrorInfo,0
Credentials,1
defaulting,3
delegate,2
STORM-1379,0
Redundant,0
Structure,2
//issues.apache.org/jira/secure/attachment/12776288/STORM-1379.patch,0
STORM-1013,0
STORM-347,0
ShellBaasedGroupsMapping,0
STORM-346,1
AutoHDFS,3
delegation,6
renew,5
INimbusCredentialPlugin,2
interfae,1
nimbu,1
hours,5
fetched,2
STORM-348,0
Netty,1
STORM-1552,0
storm-local/workers-artifacts/,0
storm-id,1
/events.log,1
events.log,0
logs/workers-artifacts/,0
viewable,1
logviewer,0
STORM-625,0
STORM-616,3
executeUpdate,4
executeBatch,1
STORM-1164,0
conciseness,0
STORM-2549,1
enforcement,3
maxUncommittedOffsets,1
Tuning,1
heavy,4
TRACE,1
README,7
StormSQL,2
STORM-1130,1
reconnection,0
tedxia,0
symbolic,5
Guard,0
registerRecv,0
serverCb,0
'STORM-756-v2,0
cd00dde37d09ca9ff94bb7f3cad08f66cfe74b81,0
a55b0503297f7cd7a4ba3f67ef1a6b2e2b33e4c2,0
JDBCBolt,0
JDBCInsertBolt,0
STORM-691,0
hyperloglog,0
STORM-2379,1
STORM-509,0
SimpleACLAuthorizer,0
ShellBoltMessageQueue,1
queues,10
Poll,0
behaves,1
LinkedBlockingQueue.pool,0
awaits,0
wake,1
timed-out,0
unintended,0
d260759ac203383e27668a7cb7090926029f7406,0
STORM-586,0
TridentKafkaEmitter,0
updateOffsetException,0
STORM-552,0
storm.messaging.netty.backlog,0
storm.messaging.netty.socket.backlog,0
STORM-1631,0
CGroup,0
launching,0
STORM-843,1
storm-redis,4
STORM-2796,1
merge/fix,1
roshannaik,1
2409,0
STORM-2786,0
ackers,1
optimizes,0
STORM-2740,0
Storm-616,1
STORM-2678,2
LoadAwareShuffleGrouping,2
LoadMapping,1
groupers,0
refreshLoadTimer,0
activated,4
STORM-2648/STORM-2357,1
at-most-once,5
toggle,2
at-least-once,3
any-times,1
deduplicate,1
leaking,2
STORM-699,0
storm-jdbc,1
STORM-2882,5
STORM-2383,1
storm-hbase,1
Redis,7
'how,1
State-checkpointing,1
arunmahadevan,1
STORM-2369,1
commands,24
RedisKeyValue,1
Base64,4
encode/decode,1
RedisEncoder,1
SafeEncoder.encode,1
Jedis,1
JedisPoolConfig,1
JedisClusterConfig,1
base64,2
storm-redis-examples,1
uber,1
STORM-1950,0
Lag,0
keyed,5
spoutId,1
bin/storm-kafka-monitor,0
storm-kafka-monitor,0
KafkaOffsetLagUtil,0
TopologySpoutLag,0
STORM-2556,0
AutoCreds,0
ICredentialsRenewer,0
submitter,1
IAutoCredentials,0
'Hadoop,0
storm-core,7
STORM-2887,0
STORM-427,0
AutoTGT,0
STORM-2503,0
lgtm.com,0
alerts,1
//lgtm.com/projects/g/apache/storm/alerts/,0
DefaultResourceAwareStrategy,0
Shaded,0
zookeeper,24
STORM-2744,0
backpressure,1
STORM-243,0
storm-buildtools/storm-maven-plugins,0
STORM-2406,0
windowed,0
Tuple-to-tuple,0
micro-batch,0
1.14.0,0
exhaustively,0
storm-sql,0
exported,3
diagram,0
draw.io,0
STORM-2813,0
STORM-2640,0
KafkaConsumer.assign,0
STORM-2913,1
chooseTasks,0
accesses,13
Clojure,1
STORM-2843,1
STORM-3099,11
DRPC,3
STORM-3157,1
Timer,2
STORM-3130,1
timer,8
blob,16
Requests,2
Shade,0
STORM-2811,0
killing,2
'STORM-2236,0
e2f87c304297ce95f01708e0934c44ee385fa0bb,0
00fed518d14b485e2a9e9cdd91ade3cc9d68dc8d,0
casing,1
collectore.reportError,0
storm-dist,0
STORM-2900,0
AbstractAutoCreds,0
STORM-2546,1
retriable,1
STORM-3136,0
java.util.Duration,0
1.x-branch,0
1.7,2
Servlet,0
STORM-2792,0
RAS,0
EvictionPolicy,0
STORM-1281,0
LocalCluster,1
testing4j,0
testing.clj,0
STORM-3098,0
testResourcesChanged,0
filterChangedBlob,0
HBaseBolt,1
flushIntervalSecs,0
half,1
secs,1
pre-allocate,0
pre-allocated,0
STORM-2953,0
recursively,1
Utf8,3
SerdeUtils,0
Auth,3
standards,0
STORM-2526,0
STORM-3142,0
STORM-2177,1
TSV,1
STORM-3046,1
KafkaTridentSpoutEmitter,1
STORM-2479,0
storm-webapp,0
STORM-2468,0
clojure,0
storm-client,0
'STORM-753,0
STORM-753,1
RedisStateQuerier,0
STORM-2609,0
STORM-821,1
Allowing,13
re-add,0
CachedSchemas,0
STORM-2909,0
'clarify-expire-is-optional,0
STORM-752,1
StateUpdater,0
external/storm-redis/src/main/java/org/apache/storm/redis/trident/state/RedisClusterStateUpdater.java,0
external/storm-redis/src/main/java/org/apache/storm/redis/trident/state/RedisStateUpdater.java,0
decouple,0
STORM-2441,0
'storm-core,2
'storm-client,1
play,1
SDK,2
'storm-client-misc,0
'storm-server,0
daemons,1
unported,0
'storm-webapp,0
'storm-core',0
addresse,0
shade,0
relocate,0
relocated,1
overcome,0
LENS-1502,0
Fixt,0
LENS-1467,1
CubeQueryContext.getAllFilters,1
LENS-1496,0
Look,1
Partitions,0
LENS-1493,0
TotalQueryCost,0
LENS-1265,1
LENS-128,2
LENS-1010,0
LensClient,0
java.lang.AutoClosable,0
LENS-919,2
priotry,1
LENS-1483,0
Jdbc,0
LENS-1469,0
periods,2
LENS-1386,0
LENS-1420,0
segmentation,0
LENS-928,0
/resultset,0
InMemory,0
LENS-1411,0
Queries,1
LENS-1239,0
LENS-1273,0
dim-attributes,0
LENS-614,0
LENS-1417,0
LENS-1279,0
Imporve,0
1216a7043fc459ea1b6aec0f6a6509073852cee3,0
SchedulerServiceImpl,0
LENS-1378,0
DenormalizationResolver,0
LENS-1032,0
LENS-879,0
Base,1
LENS-1013,0
postDriverSelection,0
DriverQueryHook,0
LENS-550,0
enable-multi-select,0
LENS-1140,0
LENS-843,0
LENS-639,0
finished_queries,0
autocommit=true,0
LENS-914,0
lens,0
GenericType,0
LENS-569,0
LENS-760,0
Session,5
Lens,1
LENS-114,0
sushilmohanty,1
jdhok,2
LENS-963,0
FactPartition,0
LENS-777,0
intersecting,0
LENS-651,0
LENS-964,0
TestLensQueryCommands,0
LENS-692,0
getJoinChains,0
AbstractBaseTable,0
LENS-796,0
Slow,0
/metastore/nativetables,0
LENS-703,0
ClassNotFound,0
'list,0
'update,0
LENS-908,0
LENS-566,0
Khandelwal,4
amareshwari,12
LENS-356,0
Jaideep,1
Dhok,1
LENS-410,0
Hive.get,0
LENS-223,0
Amareshwari,1
LENS-24,0
Rewriter,0
LENS-163,0
LENS-408,0
HiveConf,0
LENS-21,0
QueryRewriter,0
lens-driver-jdbc,0
lens-server-api,0
Suma,0
Shivaprasad,0
LENS-332,0
Sushil,3
Mohanty,3
LENS-486,0
LENS-161,0
backed,12
LENS-67,2
ColumnarSQLRewriter,2
f5e5eccc7b9964abc97fde3abd7b22500f7c3833,0
LENS-492,0
High,6
LENS-338,0
LENS-361,0
prongs,1
LENS-363,1
Non,0
LENS-472,0
LENS-102,0
Keeping,0
LENS-92,0
formatter,0
Sriramadasu,0
LANG-1238,0
RegexUtils,0
overloadinh,0
StringUtils,11
LANG-1367,0
ObjectUtils.identityToString,0
LANG-1355,0
TimeZone.getTimeZone,0
FastDateParser,1
/action,1
LANG-1357,0
org.apache.commons.lang3.time.FastDateParser,0
Locale,1
LANG-1348,0
TypeUtils.toString,0
Enum.valueOf,0
LANG-1317,1
MethodUtils,8
findAnnotation,1
getMethodsWithAnnotation,1
non-public,1
changes.xml,5
LANG-1270,0
isAnyNotEmpty,0
isAnyNotBlank,0
LANG-1293,0
isAllEmpty,0
isAllBlank,0
LANG-1300,0
CharSequenceUtils,0
indexOf,0
Supplementary,1
chars,2
LANG-1143,0
toXxxxCase,1
Sebb,2
LANG-1275,0
tryAcquire,0
TimedSemaphore,0
non-blocking,2
LANG-1160,0
abbreviate,0
'custom,0
ellipses,0
195,0
LANG-1034,0
Recursive,0
EqualsBuilder,0
yathos,0
LANG-1277,0
getLevenshteinDistance,0
189,0
LANG-1262,0
CompareToBuilder.append,0
LANG-1195,0
LANG-901,0
startsWithAny/endsWithAny,0
149,0
behaviors,4
Bartenschlag,0
LANG-1218,0
EqualsBuilder.append,0
scalarized,0
138,0
LANG-1220,0
DateUtils,2
LANG-787,0
removeIgnoreCase,0
Gokul,0
Nanthakumar,0
LANG-1115,0
ConstructorUtils,0
MemberUtils,0
LANG-1178,0
ArrayUtils.removeAll,0
callers,7
116,2
LANG-1192,2
FastDateFormat,2
week-year,1
uppercase,3
LANG-1185,0
replaceAll,0
replaceFirst,0
LANG-1141,0
StrLookup,0
sees,4
LANG-1057,0
Micro,0
concatenation,1
LANG-916,0
DateFormatUtils.format,0
TimeZone,1
LANG-1123,0
FastDatePrinterTimeZonesTest,0
r1661762,0
LANG-1086,1
consensus,0
//svn.apache.org/repos/asf/commons/proper/lang/trunk,49
1662379,0
LANG-1081,0
DiffBuilder.append,0
left.equals,0
Baker,0
1654137,0
LANG-1100,0
formating,1
1668517,0
LANG-1087,0
NumberUtils,0
createNumber,0
Float,0
Renat,0
Zhilkibaev,0
1663129,0
busy,8
AtomicSafeInitializer.get,0
artnaseef,0
1661762,0
LANG-1101,0
FastDatePrinter,0
1668511,0
LANG-536,0
isSorted,0
ArrayUtils,0
Sawle,0
GitHub,3
1632874,0
LANG-1088,0
toLowerCase,0
1589508,0
LANG-613,0
ConstructorUtils.getAccessibleConstructor,0
Accessibility,0
Enclosing,0
1559779,0
LANG-961,1
org.apache.commons.lang3.reflect.FieldUtils.removeFinalModifier,1
1562991,0
LANG-819,0
Iterables,0
generateBitVector,0
1557159,0
setAccessible,0
neccessary,0
1563014,0
Rewriting,0
OctalUnescaper,0
rolled,2
LANG-929,0
'illegal,0
octals,0
\999,0
NumberFormatException,0
1535914,0
LANG-926,0
ArrayUtils.reverse,0
1535078,0
LANG-921,0
BooleanUtils.xor,0
1532476,0
LANG-873,1
FieldUtils,1
getAllFields,1
Alternate,0
1456304,0
issue=,0
LANG-858,0
StringEscapeUtils.escapeJava,0
escapeEcmaScript,0
parsable,0
1413114,0
1456010,0
LookupTranslator,0
LANG-882,0
1470822,0
LANG-884,0
1477507,0
LANG-799,0
parseDate,0
1388806,0
LANG-824,0
Conversion,1
3.x,0
Duncan,0
Jones,0
1387361,0
LANG-775,0
LANG-776,0
1203429,0
LANG-720,0
StringEscapeUtils.escapeXml,0
Planes,0
ALSO,0
1146844,0
LANG-610,0
ConcurrentRuntimeException,0
ConcurrentUtils,0
925818,0
//issues.apache.org/jira/browse/LANG-607,1
Unicode,2
2.0+,2
supplementary,2
923525,0
StringUtils.containsAny,0
922703,0
LANG-454,0
906028,0
LANG-520,1
LANG-530,1
905726,0
LANG-508,0
employ,0
885195,0
LANG-469,1
lastOrdinalIndexOf,1
complement,1
ordinalIndexOf,1
891142,0
LANG-491,2
895130,0
parseDateStrictly,1
LANG-486,1
895055,0
LANG-567,0
ArrayUtils.addAll,0
array1,0
array2,0
892114,0
Param,0
choice,9
LANG-507,0
826518,0
Commiting,2
LANG-336,7
Henrik,0
Maryn,0
genericizing,0
775048,0
getAllInterfaces,1
LANG-500,1
Pino,0
Silvaggio,0
802477,0
Genericizing,2
excludeFieldList,1
variablle,0
772548,0
availableLocaleSet,3
availableLocaleList,3
lazily,1
brings,3
pieces,1
unsynchronized,3
LANG-488,1
LANG-511,2
791726,0
protects,1
775045,0
772551,0
772541,0
Lang,3
NestableException,1
LANG-492,1
rethink,1
ExceptionUtils,1
754589,1
Hendrik,2
Maryns,2
Entities,1
770891,0
770105,0
Mutable,0
770100,0
LANG-257,0
Cameron,20
Whitehead,0
splitByWholeSeparatorPreserveAllTokens,0
612367,0
LANG-410,0
Ambiguous,0
627588,0
LANG-360,0
Stephane/Paul,0
consensing,0
594336,0
optimisation,1
LANG-287,0
//svn.apache.org/repos/asf/jakarta/commons/proper/lang/trunk,4
504334,0
LANG-102,0
lang,2
//issues.apache.org/jira/browse/LANG-102,0
unescape,0
491695,0
LANG-69,0
opinions,1
500495,0
Pugh,0
LANG-268,0
451394,0
HashCodeBuilder,0
java.lang.StackOverflowError,0
//issues.apache.org/jira/browse/LANG-279,0
447989,0
LANG-669,0
StrBuilder,0
//svn.apache.org/repos/asf/commons/proper/lang/branches/LANG_2_X,8
1057072,0
LANG-667,0
LANG,2
Null-safe,0
ObjectUtils,0
1057022,0
LANG-76,0
EnumUtils.getEnum,0
1.5+,1
Enum,2
Class.forName,1
Marcus,0
Schulte,0
EnumUtilsLang76Test,0
source/target,0
912292,0
LANG-607,0
1056797,0
SimpleDateFormat,3
1.4+,1
905721,0
911968,0
904101,0
904835,0
904167,0
PDFBOX-947,0
Martin,1
Koegler,0
//svn.apache.org/repos/asf/pdfbox/trunk,563
1072680,0
PDFBOX-952,0
abbreviated,0
COSName,7
1065086,0
PDFBOX-917,0
non-conforming,0
java.io.IOException,0
expected='endobj,0
org.apache.pdfbox.io.PushBackInputStream,0
1061410,0
PDFBOX-935,0
PDFBOX-588,0
type1,2
font,30
type1c,0
1057780,0
PDFBOX-941,0
UCS2,0
Type0,1
fonts,20
1059595,0
PDFBOX-708,0
callsubr,0
callgsubr,0
Type1C,2
Shawn,0
Edwards,0
1054449,0
PDFBOX-893,0
concerning,1
Neil,0
McErlean,0
1044823,0
PDFBOX-854,0
graphics,3
contentstream,0
1044678,0
PDFBOX-521,1
maxHeight,0
1039739,0
PDFBOX-872,0
org.apache.pdfbox.filter.FlateFilter,0
Martijn,0
Brinkers,0
Nichols,1
1037900,0
PDFBOX-865,0
OCGs,0
aka,5
layers,7
PD-layer,1
COSArray,3
COSDocument,2
PDPageContentStream,3
Bugfix,0
Form,1
XObjects,1
forgotten,7
PDXObjectForm,0
PDDocumentCatalog,1
OCProperties,0
PDResources,1
PDPropertyList,1
COSObjectKey,0
learns,0
PDFMergerUtility,0
PDFCloneUtility,0
LayerUtility,0
LayerUtil,0
OCG,0
adapted,0
PDF-plug-in,0
FOP,0
1026228,0
PDFBOX-826,0
Timo,6
Boehme,6
996331,0
PDFBOX-592,1
accommodate,3
COSNumber,2
988915,0
Godmar,0
Back,2
988506,0
algos,0
Mel,3
Martinez,3
martinez,0
mit,0
edu,0
979379,0
PDFBOX-772,0
963080,0
PDFBOX-641,0
PDNameTreeNode,2
Keys,1
Names,5
shall,1
Johannes,2
Koch,7
956609,0
PDFBOX-681,0
PDTrueTypeFont.ensureFontDescriptor,0
Villu,1
Ruusmann,1
956578,0
PDFBOX-726,0
PDFTextStripper,0
resetEngine,0
956354,0
PDFBOX-739,0
DescendantFont,0
fontfile3,0
953431,0
PDFBOX-722,1
java6only,0
Path2D,0
PathIterator,0
947200,0
Teka,0
teka101,0
gmail,16
com,30
947148,0
PDFBOX-669,0
CIDKeyed,0
CFFFont,1
Leleu,0
eric,0
leleu,0
atosorigin,0
942546,0
PDFBOX-685,0
Hint,0
Yigal,0
Dayan,0
ydayan,0
yahoo,5
942541,0
PDFBOX-410,0
Hints,0
Lenahan,0
Peter_Lenahan,0
ibi,0
Lars,12
Torunski,0
ltorunski,0
t-online,0
942567,0
PDFBOX-699,0
InputStreams,3
PDFMergeUtility,0
adam,1
swmc,0
941832,0
PDFBOX-702,0
manipulate,1
transformation,6
landscape,1
orientation,0
938579,0
PDFBOX-672,0
XObjectImage,0
calculating,1
BlackIs1,0
tiff,2
930910,0
PDFBOX-632,0
clipping,1
926714,0
PDFBOX-654,0
CJK,0
Atsuo,0
Ishimoto,0
ishimoto,0
gembook,0
org,5
921494,0
PDFBOX-505,0
903414,0
PDFBOX-596,0
PDActionURI.getBase,0
PDURIDictionary,0
johannes,1
koch,1
fraunhofer,1
904255,0
PDFBOX-594,0
methodname,1
904236,0
PDFBOX-572,11
Upgrading,2
PDFBox,9
JempBox,2
FontBox,2
specifications,3
EncodingManager,0
899803,0
PDFont,2
899642,0
PDFBOX-601,0
PDSimpleFont,1
899472,0
o.a.p.encoding.Encoding,0
899457,0
PDFBOX-603,0
Encoding.java,0
getCharacter,0
899454,0
PDFBOX-602,0
PDPage,0
899459,0
PDFBOX-581,0
889465,0
java5,9
copyright,2
fragments,2
888549,0
888554,0
888548,0
888536,0
888545,0
888535,0
888541,0
888539,0
888530,0
PDFBOX-520,0
spacing,3
villu,0
ruusmann,0
Antony,0
Scerri,0
tony,0
scerri,0
885904,0
PDFBOX-511,2
PDColorSpaceInstance.createColor,2
createColor,2
AWT,4
//svn.apache.org/repos/asf/incubator/pdfbox/trunk,18
814585,0
PDColorSpaceInstance,0
PDColorState,0
PDGraphicsState,0
PDTextState,0
814554,0
814563,0
PDFBox-528,0
814203,0
PDFBOX-498,0
endobj,2
reestablish,2
compliance,3
Daan,0
Wit,0
wit,0
o3spaces,0
799433,0
PDFBOX-391,2
input-ext/output-ext,0
TestPDFToImage,0
TestFilters,0
793340,0
PDFBOX-460,0
bitmap,0
depth,5
Jeremias,1
Maerki,1
jeremias,0
apache,6
792043,0
PDFBOX-483,0
W/W,0
791272,0
PDFBOX-455,0
lenient,5
Bridges,0
sean,0
bridges,2
Micheal,0
Weller,0
gibbsnich,0
hints/patches,0
790931,0
PDFBOX-485,0
rotate,1
canvas,1
Volker,0
Bier,0
volker,0
bier,0
astrium,0
eads,0
net,14
788440,0
PDFBOX-428,0
DashPatterns,0
java.awt.BasicStroke,0
769148,0
PDFBOX-449,0
encoding-specific,0
diacritics,0
accents,0
Justin,3
LeFebvre,0
762834,0
PDFBXO-443,0
doDecode,0
timo,0
boehme,0
ontochem,0
758577,0
input-ext,0
742644,0
PDFBOX-302,1
font-mapping,0
espacially,0
737638,0
font-handling,0
735325,0
src/test/resources,0
730171,0
PDFBOX-363,0
rotation,0
Lehmkühler,1
720169,0
PDFBOX-389,0
720691,0
PDFBOX-4071,47
1843496,0
1843029,0
1842382,0
PDFBOX-2941,27
logfactory,0
1840848,0
PDFBOX-4307,1
COSDictionary,3
PDDocumentCatalog.getDocumentOutline,1
1839762,0
PDFBOX-4295,1
imtermediate,0
1838439,0
PDFBOX-4267,1
matte,1
1838335,0
1838115,0
PDFBOX-4285,1
Alexandre,2
Moraes,1
Nasciment,1
1837544,0
PDFBOX-4278,1
.notdef,2
1836645,0
1836647,0
1836566,0
