Lemma,Number of occurrences
aching,15
GIRAPH-838,0
GIRAPH-831,0
waitUntilAllTasksDone,0
GIRAPH-785,0
GraphPartitionerFactory,0
GIRAPH-737,0
mislam,0
ereisman,2
GIRAPH-778,0
TestGraph,0
GIRAPH-717,0
HiveJythonRunner,0
Jython,0
nitay,5
GIRAPH-688,0
YARN-enabled,0
w/new,0
1.1.0,0
GIRAPH-667,0
switchable,0
GIRAPH-639,0
Vertex/Edge,0
GIRAPH-648,0
GIRAPH-615,0
GIRAPH-616,0
edges,2
DiskBackedPartitionStore,0
GIRAPH-595,0
InternalVertexRunner.run,0
GiraphConfiguration,0
GiraphClasses,0
apresta,6
GIRAPH-537,0
GIRAPH-576,0
BspServiceMaster.failureCleanup,0
observers,0
applicationFailed,0
GIRAPH-530,0
GiraphInputFormat,0
getSplits,0
GIRAPH-453,0
Pure,0
GIRAPH-492,0
DFS,1
GIRAPH-481,0
Accumulo,0
tavoaqp,0
GIRAPH-498,0
zookeeeper,0
GIRAPH-438,0
//svn.apache.org/repos/asf/giraph/trunk,21
1415857,0
GIRAPH-445,0
1419623,0
GIRAPH-409,0
GIRAPH-417,0
graph/message,0
1409973,0
GIRAPH-415,0
Counters,0
1408464,0
GIRAPH-155,0
1405175,0
GIRAPH-372,0
Zookeeper,7
NettyClient,0
1399453,0
GIRAPH-200,0
1397159,0
GIRAPH-368,0
HBaseVertexInput/Output,0
setConf,0
bfem,0
1398033,0
GIRAPH-307,0
1394926,0
GIRAPH-384,0
BspCase,0
giraph-formats-contrib,0
GIRAPH-382,0
1401137,0
GIRAPH-328,0
Outgoing,0
superstep,0
owning,0
Eli,4
Reisman,4
1393266,0
GIRAPH-212,0
busted,0
GIRAPH-168,0
1393814,0
GIRAPH-293,0
1393264,0
GIRAPH-301,0
Reservations,0
clumping,0
asleep,0
1378681,0
GIRAPH-340,0
ExecutionHandlers,0
WrappedAdaptiveReceiveBufferSizePredictorFactory,0
debug/predict,0
1390709,0
GIRAPH-218,0
roof,0
lib/,0
1371498,0
GIRAPH-256,0
Partitioning,0
INPUT_SUPERSTEP,0
1371009,0
GIRAPH-246,0
Periodic,0
context.progress,0
barrier,6
1375393,0
GIRAPH-303,0
1374184,0
GIRAPH-287,0
Maja,0
Kabiljo,0
1370522,0
GIRAPH-300,0
reliability,2
1373609,0
GIRAPH-127,0
master.compute,0
der,0
Lugt,0
1355128,0
GIRAPH-167,0
-Phadoop_non_secure,0
ekoontz,0
//svn.apache.org/repos/asf/incubator/giraph/trunk,10
1304211,0
GIRAPH-40,0
1245205,0
GIRAPH-124,0
1234997,0
GIRAPH-116,0
EdgeListVertex,1
1226513,0
GIRAPH-112,0
LongDoubleFloatDoubleVertex,0
1222071,0
GIRAPH-119,0
VertexCombiner,0
1228356,0
GIRAPH-57,0
putVertexIdMessagesList,0
putMsgList,0
RPCs,0
1214983,0
GIRAPH-91,0
Large-memory,0
1203130,0
GIRAPH-64,0
VertexRunner,0
1201899,0
GIRAPH-18,0
BspServiceWorker,0
:loadVertices,0
jghoman,0
1163764,0
GIRAPH-31,0
SortedMap,0
jake.mannix,0
1170431,0
CONNECTORS-1203,1
//svn.apache.org/repos/asf/manifoldcf/trunk,46
1684866,0
CONNECTORS-1209,1
1684015,0
CONNECTORS-1193,1
Arcadius,0
Ahouansou,0
1681735,0
CONNECTORS-1168,0
indecing,0
//svn.apache.org/repos/asf/manifoldcf/branches/CONNECTORS-1168,1
1667851,0
SearchBlox,0
1666371,0
CONNECTORS-1139,1
1650911,0
//svn.apache.org/repos/asf/manifoldcf/branches/CONNECTORS-1134,1
1649505,0
1649449,0
//svn.apache.org/repos/asf/manifoldcf/branches/CONNECTORS-1130,3
1648535,0
1648492,0
paradigm,0
1648323,0
CONNECTORS-1130,1
1648217,0
CONNECTORS-1116,3
1642163,0
1641911,0
CONNECTORS-1065,3
meridio,1
1629868,0
livelink,0
1629860,0
documentum,0
1629703,0
CMIS,8
1629648,0
obfuscation,0
//svn.apache.org/repos/asf/manifoldcf/branches/CONNECTORS-1037,7
1629377,0
Reorganize,1
1629276,0
Maurizio,0
1629264,0
Reformat,1
1629191,0
1629188,0
rearrangement,0
1629092,0
connector-side,0
1629090,0
Adjust,2
Alfresco,3
1629089,0
CONNECTORS-1014,2
1620862,0
CONNECTORS-995,0
1610996,0
reversion,0
carrydown,0
hopcount,0
wind,0
//svn.apache.org/repos/asf/manifoldcf/branches/CONNECTORS-990,5
1610676,0
Revamp,3
interruptions,0
1610599,0
1610565,0
1610476,0
WorkerThread,1
IReposistoryConnector,0
1610459,0
meet,0
CONNECTORS-990,0
1610414,0
SpecPacker,0
//svn.apache.org/repos/asf/manifoldcf/branches/CONNECTORS-981,1
1605382,0
Alessandro,1
HttpPoster,0
1605070,0
//svn.apache.org/repos/asf/manifoldcf/branches/CONNECTORS-971,0
1603872,0
Specification,0
//svn.apache.org/repos/asf/manifoldcf/branches/CONNECTORS-946,19
1601557,0
1601442,0
1601431,0
Completed,1
1601383,0
DELETE_NOOUTPUT,0
1601327,0
assessment,0
registration/deregistration,0
1601324,0
Finish,5
ingester,0
finishing,0
1601214,0
1601092,0
1600869,0
ProcessActivity,0
1600718,0
VersionActivities,0
1600689,0
IIncrementalIngester,2
1600639,0
1600571,0
1600552,0
1599834,0
1599694,0
1599399,0
JobDescription,0
1599193,0
1598980,0
1598300,0
Solr,3
CONNECTORS-911,9
1585454,0
Hack,0
//svn.apache.org/repos/asf/manifoldcf/branches/CONNECTORS-911,1
1584727,0
1580924,0
1580868,0
revamping,0
webconnector,0
4.3,0
1580664,0
1579611,0
1579434,0
CommonsHttpSender,0
expect/continue,0
1.0/1.1,0
1579413,0
1579392,0
1579370,0
1579362,0
1579256,0
MCF,0
CONNECTORS-886,0
1571006,0
CONNECTORS-878,0
1564296,0
CONNECTORS-875,1
1563147,0
hiddens,0
//svn.apache.org/repos/asf/manifoldcf/branches/CONNECTORS-840-2,0
1558025,0
//svn.apache.org/repos/asf/manifoldcf/branches/CONNECTORS-840,2
1556689,0
numerous,0
unpacking,0
1556668,0
1556487,0
//svn.apache.org/repos/asf/manifoldcf/branches/CONNECTORS-553,10
1552899,0
1552782,0
imap,0
1552750,0
1552729,0
1552715,0
selectable,1
1552683,0
1552534,0
Rejigger,1
1552477,0
CONNECTORS-846,0
1552211,0
CONNECTORS-838,0
1551138,0
//svn.apache.org/repos/asf/manifoldcf/branches/CONNECTORS-781,36
1549080,0
distributive,0
1548922,0
Register,1
outstanding,5
1548512,0
1548474,0
1548462,0
1548357,0
multiple-data-type,0
1548340,0
1548227,0
ConnectorFactory,0
1548079,0
RepositoryConnectorPool,0
1547981,0
mappingConnectorPool,0
1547978,0
AuthorityConnectorPool,0
1547975,0
Peel,0
OutputConnectorFactory,0
OutputConnectorPool,0
1547965,0
Figure,0
1547530,0
1547500,0
1547391,0
multi-daemon,0
1547144,0
bells,0
whistles,0
1546717,0
1546493,0
Rearrange,3
reprioritization,0
1546392,0
1546376,0
prioritization,0
docbins,0
QueueTracker,0
1545996,0
1545932,0
Bins,0
1545904,0
Structural,0
fly,0
IBinManager,0
1545884,0
1545594,0
1545355,0
ILockManager,0
1545304,0
processID,1
1545117,0
registrations,2
1545030,0
1544976,0
Agents,0
1544790,0
runningHash,0
1544526,0
extensibility,1
1544423,0
1543421,0
setStatus,0
1543317,0
1542743,0
plopped,0
1542304,0
Tishan,0
CONNECTORS-553,0
1542298,0
throttled,0
CONNECTORS-781,0
1541768,0
Internationalize,0
1536682,0
CONNECTORS-782,0
1526124,0
crawling,0
//svn.apache.org/repos/asf/manifoldcf/branches/CONNECTORS-778,3
1525412,0
carry-down,0
1525250,0
first-level,0
1525150,0
1524661,0
CONNECTORS-770,3
1520498,0
1520497,0
refinements,1
1520491,0
1520490,0
CONNECTORS-748,0
1499996,0
CONNECTORS-744,0
1499023,0
//svn.apache.org/repos/asf/manifoldcf/branches/CONNECTORS-703,5
1497806,0
prereq,0
1497799,0
//svn.apache.org/repos/asf/manifoldcf/branches/CONNECTORS-728,2
1496787,0
1496377,0
Fold,1
UserAclservlet,0
1496312,0
1496161,0
1496074,0
RequestQueue,0
1496071,0
1495952,0
FileDataSize,0
//svn.apache.org/repos/asf/manifoldcf/branches/CONNECTORS-714,3
1493208,0
datasize,0
objectinfo,0
1493206,0
1492461,0
XThreadOutputStream,0
core/common,0
LiveLinkConnector,0
1492417,0
CONNECTORS-681,0
1476320,0
unobtrusive,0
//svn.apache.org/repos/asf/manifoldcf/branches/CONNECTORS-590-2,0
1465451,0
PEM,0
cert,1
//svn.apache.org/repos/asf/manifoldcf/branches/CONNECTORS-664,5
1459940,0
1459562,0
1458070,0
1457935,0
1457777,0
keystores,0
1457740,0
CONNECTORS-659,0
1452957,0
CONNECTORS-658,0
LiveLink,0
1452375,0
StatusFilterCriteria,0
//svn.apache.org/repos/asf/manifoldcf/branches/CONNECTORS-63,3
1449502,0
executeRead,1
BADARGS,0
1449480,0
1449476,0
1449376,0
Final,0
CONNECTORS-641,0
1444994,0
accumulate,0
amounts,0
tagless,0
//svn.apache.org/repos/asf/manifoldcf/branches/CONNECTORS-633,13
1444616,0
1444539,0
RSS,3
1444516,0
1444218,0
BOMEncodingDetector,0
1443940,0
clumsy,0
1443879,0
1443823,0
btag,0
1443786,0
qtag,0
1443377,0
pretag,0
fleshed,0
1443307,0
hooking,0
passthrough,0
CharacterReceiver,0
1443233,0
1443009,0
designed,0
1442918,0
1442826,0
session-based,0
CONNECTORS-606,2
1438887,0
CONNECTORS-589,0
1423678,0
httpcomponents,7
//svn.apache.org/repos/asf/manifoldcf/branches/CONNECTORS-120,12
1413394,0
file-backed,0
1413111,0
Livelink,0
1412917,0
1412083,0
CONNECTORS-120,0
1412020,0
'finally,0
1412019,0
1411972,0
1411890,0
Preliminary,0
1410936,0
1410236,0
1407942,0
SharePoint,0
4.2.2,0
1407825,0
1407444,0
1406879,0
jcifs,0
//svn.apache.org/repos/asf/manifoldcf/branches/CONNECTORS-515,1
1384618,0
Install,0
connect/expiration,0
1384159,0
CONNECTORS-514,0
CONNECTORS-515,0
1379843,0
CONNECTORS-497,0
wasting,0
code-base,0
//svn.apache.org/repos/asf/manifoldcf/branches/CONNECTORS-492,0
1371021,0
//svn.apache.org/repos/asf/manifoldcf/branches/CONNECTORS-497,3
1370578,0
1370552,0
1370091,0
distinction,0
Sharepoint,0
SPSProxyHelper,0
distinctly,0
1368931,0
CONNECTORS-420,0
//svn.apache.org/repos/asf/incubator/lcf/trunk,12
1295926,0
CONNECTORS-313,1
1214850,0
CONNECTORS-301,1
defaul,1
CONNECTORS-300,1
CONNECTORS-304,1
CONNECTORS-307,1
1210879,1
jobqueue,0
CONNECTORS-285,0
1197696,0
CONNECTORS-157,0
java.net.URI,0
1158475,0
CONNECTORS-211,0
1134929,0
setThreadContext,0
CONNECTORS-179,0
1092631,0
CONNECTORS-162,0
1072823,0
CONNECTORS-106,0
998081,0
RESTful,0
CONNECTORS-98,0
996524,0
CONNECTORS-49,0
declaring,1
solr,0
959167,0
CONNECTORS-44,0
953386,0
tentative,0
//svn.apache.org/repos/asf/manifoldcf/branches/dev_1x,8
1684867,0
1684016,0
1681736,0
1650913,0
CONNECTORS-1134,0
1649608,0
1648687,0
connector-common,0
//svn.apache.org/repos/asf/manifoldcf/branches/CONNECTORS-1035,0
1646117,0
1642164,0
1641914,0
1620863,0
CONNECTORS-1392,0
webcrawler,0
robots,0
1785071,0
bins,0
CONNECTORS-1249,0
1718072,0
dev_1x,1
//svn.apache.org/repos/asf/manifoldcf/branches/release-1.7-branch,0
1625447,0
//svn.apache.org/repos/asf/manifoldcf/branches/CONNECTORS-1425,4
1794938,0
1794885,0
tikaservice,0
1794808,0
1794806,0
1794722,0
CONNECTORS-1417,0
1792663,0
CONNECTORS-629,1
CONNECTORS-634,1
CONNECTORS-637,1
//svn.apache.org/repos/asf/manifoldcf/branches/release-1.1-branch,1
1444089,1
//svn.apache.org/repos/asf/manifoldcf/branches/release-1.5-branch,0
1566616,0
CONNECTORS-1035,0
//svn.apache.org/repos/asf/manifoldcf/branches/release-1.8-branch,0
1646137,0
CONNECTORS-1356-2.7.1,0
CONNECTORS-1437,0
CONNECTORS-1356,0
CONNECTORS-1462,0
1828958,0
//svn.apache.org/repos/asf/incubator/lcf/branches/release-0.4-incubating-branch,0
1214851,0
RANGER-1980,0
1.0.0-SNAPSHOT,0
Atlas-0.8.2,0
RANGER-1897,2
TagSync,1
tag-download,2
e8afb9faad81e7042877aa528635848a0043cb0c,0
RANGER-1707,0
RangerHdfsAuthorizer,0
Madhan,57
Neethiraj,58
madhan,57
RANGER-1781,2
Policy,23
access-types,2
contd,0
RANGER-1771,1
policyEvaluators,1
Trie,1
RANGER-1713,0
testConnection,0
peng.jianhua,19
zte.com.cn,10
RANGER-1696,1
service-type,1
RANGER-1678,0
RANGER-1592,0
AtlasClient.java,0
RANGER-1513,1
Ranger,34
rmani,7
RANGER-1478,0
RangerPolicyEngineCache,0
RangerPolicyEngineOptions,0
RangerConfiguration,1
RPEO,0
OOP,0
Ic84c01ca80dc08eb2876dcb235eacabb88616fd1,0
coheigea,4
RANGER-1482,1
'Ranger,1
KMS,4
RANGER-1479,0
ranger-,0
security/audit,0
JAR's,0
I55059a2a602ba2866bc27d9b6e10fceee80c3ff2,0
RANGER-1321,1
service-specific,1
RANGER-1439,0
Spelling,5
fileStats,1
hdfs-agent\src\main\java\org\apache\ranger\services\hdfs\client\HdfsClient.java,0
fileStatus,0
zhangqiang2,1
RANGER-1365,1
Hbase,7
ColumnIterator,1
Cell,3
RANGER-1325,0
Usernames,0
allowe,0
Velmurugan,15
Periasamy,15
vel,15
RANGER-1211,0
incremental/Delta,0
AD/LDAP,0
Usersync,0
RANGER-1273,0
SASL_SSL,0
PLAIN,0
Signed,0
Vel,0
RANGER-1287,0
EmbeddedServer,0
RANGER-1232,1
StromTopologyName,1
stormTopologyName,0
StormTopologyName,0
RANGER-1222,0
TestDefaultPolicyResourceMatcher,0
RANGER-1181,0
ancestor/parent/node/sub-access,0
RANGER-1190,0
tag-based,0
access-resource,0
RANGER-1182,0
PrivilegedAction,0
Selvamohan,0
sneethir,6
RANGER-1169,1
plug-ins,1
RANGER-698,1
USER,1
resource-names,1
RANGER-1162,3
resource-trie,1
RANGER-1161,3
RANGER-1145,1
RANGER-1146,1
RANGER-1136,0
HiveServer2,2
-TGT,0
RANGER-977,0
RANGER-973,0
Principal,1
RangerAdmin,0
Borad,1
gautam,1
RANGER-970,0
RANGER-957,0
ranger,1
kms,0
RANGER-868,0
HSM,0
RANGER-746,1
certs,1
sneethiraj,5
RANGER-878,0
RANGER-883,0
Alok,2
Lal,0
alok,0
RANGER-866,0
XXService.tagVersion,0
RANGER-802,0
MasterObservers,0
AccessController,0
RANGER-836,1
RANGER-204,1
RANGER-831,1
RANGER-771,1
X_AUTH_SESS,1
RANGER-809,0
successive,0
RANGER-796,0
RANGER-794,0
RANGER-795,0
I08af06b29ac6dae6d68e6e57d6ce1019a55612f7,0
RANGER-780,0
qualifiedName,0
RANGER-754,1
SPENGO,1
Ranger-742,1
memberof,1
RANGER-274,19
tagFileStore,1
RANGER-713,2
Knox-plugin,2
CLASSPATH,2
Ranger-684,3
Mapper,3
AbstractMapper,1
inorder,1
RANGER-657,1
HOST,1
RANGER-526,1
RANGER-671,1
UserSession,1
servicedef,0
RANGER-648,0
policy-engine/context-enrichers,0
reclaim,0
resouces,0
RANGER-606,2
policyItems,2
deny/allowExceptions/denyExceptions,0
no-tag-change,0
TagREST,2
TagStore,0
TagDBStore,0
RangerTag.name,0
RangerTag.type,0
deny,1
RANGER-605,0
expiry,8
RANGER-594,1
tagged-resource,0
component-service,0
tag-serviced,0
initialziation,0
tagStore,0
PostConstruct,1
35992,0
RangerResource,3
RangerTaggedResource,0
TagServiceDef,0
policyResources,0
tag-sync,0
RANGER-561,1
RANGER-563,1
vagrant,0
Hdfs,0
auditHandlers,0
auditEvent,0
Beefed,0
RANGER-553,1
defs,2
RANGER-550,1
allowed/denied,1
RANGER-533,0
get/scan,0
acces,0
policyVersion,3
TagFileStore,0
context-enricher,0
serviceDef,1
RANGER-529,0
RANGER-524,0
RANGER-521,0
RangerAccessReqest.getAsString,0
isLeafName,0
RANGER-520,0
RangerScriptConditionEvaluator,0
request/resource/context/tags,0
tag-based-policies,1
RangerServiceDef.options,0
RANGER-246,0
RANGER-502,0
parameterless,0
ConditionEvaluator,0
ContextEnricher,0
ResourceMatcher,0
tagService,0
service-def,4
TagStore/TagFileStore,0
add/retrieve,0
RANGER-265,1
responding,2
RANGER-479,1
ServiceStore,5
Policy.ResourceSignature,1
PolicyEngine,5
Ranger-466,0
PolicyRefresher,3
-Add,0
RANGER-475,0
Coverity,0
RANGER-477,0
RANGER-470,0
'id,0
'itemId,0
RANGER-462,0
RANGER-459,0
RANGER-429,1
RANGER-359,1
RANGER-437,0
multi-hierarchy,0
RANGER-434,0
delegateAdmin,0
RANGER-419,0
RANGER-276,0
aggregating,0
RANGER-405,0
skipt,0
superusers,0
RANGER-407,0
RANGER-387,0
RangerServiceDe.name,0
RANGER-385,0
RANGER-386,1
RANGER-323,0
RANGER-365,0
RANGER-354,0
create/update,1
Ranger-333,0
RANGER-352,0
RANGER-346,0
Service-def,0
Options,0
RANGER-339,0
RANGER-331,0
RANGER-322,0
RANGER-307,1
getContextEnrichers,0
RANGER-278,1
org.apache.ranger.plugin.model.validation,0
reorder,1
create/update/delete,0
RNAGER-287,0
pluginId,0
RANGER-203,47
advance,0
users/group,0
pop-up,0
perms,0
policy-create,0
RANGER-248,0
RANGER-256,2
evaluators,0
context-enrichr,0
hdfs/hbase/hive/knox/storm,0
ranger-admin,0
service-store,1
thread-interrupt,0
refresher,0
co-processor,0
HDFS/HBase/Hive,0
double-checked,0
RangerAdminClient,1
Grant/revoke,0
pluggable-service-model,0
RangerBasePlugin,2
policy-download,1
hasRole,0
createService,0
updateService,0
serviceDef/service/policy,0
sortBy,0
createTime,0
updateTime,3
ServiceREST,1
file-store,0
data-only,0
comparators,0
SearchFilter,0
RangerAccessRequest,0
accessType,0
intrepret,0
If/when,0
necessry,0
accessTypes,3
equally,0
RangerPolicyConditionDef.evaluatorOptions,0
_any,0
result.getPolicyId,0
Pluggable-service,0
RangerAccessResult,2
isAudited,0
accessTypeResults,0
policy-engine,3
pluggable-service,0
AuditProviderFactory.ApplicationType,0
AccessRequest,2
AccessResult,0
AssetREST,0
set/get,0
defaultAuditHandler,0
isAccessAllowed,0
auditHandler,0
createAccessResult,0
seperated,0
diffent,0
audit-handlers,0
plugin-common,0
ServiceRESTStore,0
policy-refresher,1
ServiceDefStore,0
SeviceStore.getServicePoliciesIfUpdated,0
RangerResourceDef.type,0
RangerResourceDef.uiType,0
impliedAccessGrants,1
impliedGrants,0
ServiceDefManager/ServiceManager,0
ServiceDefStoreFactory/ServiceStoreFactory,0
leverege,0
implicity,0
read/write/create,0
Policyengine,0
authz,2
ResourceDef.type,1
enum/int,1
base/simple,1
RangerMutableResource,1
RangerAccessResult.deniedResources,1
policy-id/audit-flag,1
leaf-level,1
RangerPolicyResource,1
Argus-159,1
pre-authenticated,1
credentials,3
ARGUS-154,1
writting,1
ARGUS-136,0
Argus,0
Authorizer,0
Std,0
ARGUS-122,0
refernece,0
0.99.0,0
0.98.4-hadoop2,0
ARGUS-101,1
stage-directory,0
write/append,0
Log4j,0
LogLog,0
ARGUS-67,0
Create/Update,0
ipAddress,0
ARGUS-58,1
GRANT/REVOKE,0
'Admin,0
'public,0
REVOKE,0
ARGUS-42,0
ARGUS-9,0
ARGUS-23,0
knox,0
pdp,0
URLBasedAuthDB,0
ARGUS-6-parameter-handling-code-for-case-conversion,0
RANGER-2163,2
PatchPersmissionModel_J10003.java,2
RANGER-2276,3
RANGER-2218,3
duing,3
RANGER-2204,3
RANGER-2165,3
RANGER-2143,0
addtion,0
scrubSearchResults,0
RANGER-2092,0
ugsync,0
RANGER-2065,0
classifications,0
RANGER-2061,0
RANGER-2040,0
Analytics,0
Kms,0
Users/groups,0
Auditor,0
pradeep,1
RANGER-2016,0
HttpServletRequest,0
re-introduce,0
evaluator-lists,0
RANGER-1144,0
user/groups,0
f1135ea2ea6cd48209b73a25be77613c9d355abf,0
Sailaja,0
Polavarapu,0
spolavarapu,0
9f13560204dc2c7e721ac73a4158f5d8ba8e86da,0
tagsync,0
4a1e4928ac4cdb2c7494d0700efe0e8fbd2980dc,0
c659d9aa711595af9e701210484dc72cd8ff8985,0
f2c3040a0af472cef1a41e13f5b15a34b31b0f04,0
9918c8d25c35633c86b2a641a29ff1a83dfe51a0,0
ff4e2e7b6847679388a13ddd8396e191e0106f18,0
480776a9eb2004e3684b1d8f92f29fbeb2815233,0
818e1d354312443fd8e29d49861b91d13e239be2,0
3a36875e96aa2f689edd71ab77a8c74a6355493a,0
1b3e6c6dfd3b5aa844aed84f9ba50aa1a15a2a00,0
efd317f90ec0a2ffd750292807ea2116054d8cc2,0
EAGLE-946,0
MRRunningJobApp,0
HadoopQueueApp,0
//issues.apache.org/jira/browse/EAGLE-946,0
HDP,0
2.7,0
divide,2
slot,1
Zhao,26
Qingwen,25
qingwzhao,25
869,0
qingwen220/EAGLE-946,0
EAGLE-950,0
//issues.apache.org/jira/browse/EAGLE-950,0
/streams/,0
STREAM_ID,0
eagle,12
team,0
SINGLE,0
COMMAND,0
Ad-Hoc,0
USERNAME,0
application/json,0
//localhot:9090/rest/streams/HADOOP_JMX_METRIC_STREAM_SANDBOX,0
1489318310626,0
hadoop.metric.sample,2
55044096.0,2
1489318320626,0
1489318330626,0
Alerting,0
Policies,2
Customized,0
Hao,14
hao,21
865,0
haoch/ImproveMetricMonitor,0
EAGLE-943,0
flink-storm,0
ralphsu,15
855,0
EAGLE-918,0
PermitAll/DenyAll/RolesAllowed,0
1.9,0
Dropwizard,0
0.7.1,0
PermitAll,0
DenyAll,0
RolesAllowed,0
/auth/principal,0
/auth/validate,0
/auth/login,0
EncrytTool,0
ServerMain,0
encrypt,1
831,1
haoch/EnableAuthAPI,0
EAGLE-902,1
eagle-service-base,1
EAGLE-273,3
//issues.apache.org/jira/browse/EAGLE-273,3
DadanielZ,2
dazhou,2
834,1
DadanielZ/EAGLE-902,1
EAGLE-917,0
wujinhu,13
wujinhu920,13
126.com,15
827,0
wujinhu/EAGLE-917,0
EAGLE-889,0
//issues.apache.org/jira/browse/EAGLE-889,0
users/jobs,0
queue1,0
site1,0
1487156721356,0
//localhost:9090/rest/queue/memory,0
top=10,0
queue=queue1,0
currentTime=1487156721356,0
site=site1,0
//localhost:9090/rest/entities,0
query=QueueMappingService,0
site=,0
22sandbox,0
pageSize=10000,0
805,0
qingwen220/EAGLE-889,0
EAGLE-895,0
organize,0
siteId,0
//issues.apache.org/jira/browse/EAGLE-895,0
801,0
haoch/AddPolicySiteId,0
EAGLE-839,1
735,1
wujinhu/EAGLE-835,1
sortSpec,0
StreamPartition,0
wujinhu/EAGLE-793,0
EAGLE-819,0
//issues.apache.org/jira/browse/EAGLE-819,0
712,0
qingwen220/EAGLE-819,0
EAGLE-815,0
human,0
PolicyDefinition,0
AlertPublishEvent,0
policy'template,0
VelocityAlertTemplateEngine,0
alertPublisherBolt,0
AlertEntity,0
//github.com/mailgun/transactional-email-templates,0
Alert,7
human-readable,0
Category,1
Severity,0
severiy,0
UNKNOWN,0
orange,0
CRITICAL/FATAL,0
dark,0
black,0
Body,1
1480319108000,0
hadoop.cpu.usage,0
test2,0
0.96,0
component.toUpperCase,0
/strong,3
ALERT_TIME,0
style=,0
red,0
/span,0
VelocityTemplateParser,0
preview,0
711,0
haoch/EAGLE-815,0
ScheduleStateCleaner.java,0
//issues.apache.org/jira/browse/EAGLE-803,0
qingwen220/EAGLE-803,0
EAGLE-776,1
eagle-alert-parent,3
//issues.apache.org/jira/browse/EAGLE-776,1
koone,1
luokun1028,1
koone/EAGLE-777,1
EAGLE-427,1
//issues.apache.org/jira/browse/EAGLE-427,1
